sciname_match,aphia_id,sciname_query
NA,NA,Stenogobius lachneri
NA,NA,Pseudomugil paludicola
Dichichthys nigripalatum,1846224,Dichichthys nigripalatum
NA,NA,Schismatogobius alleni
NA,NA,Kentrocapros spilonotus
Parascolopsis rufomaculatus,1593736,Parascolopsis rufomaculatus
Chloroceryle amazona,422616,Chloroceryle amazona
Chloroceryle aenea,422618,Chloroceryle aenea
NA,NA,Puffinus subalaris
Charadrius collaris,366857,Charadrius collaris
Butorides striata,212661,Butorides striata
Engraulis nattereri,300639,Engraulis nattereri
NA,NA,Lutrogale perspicillata
NA,NA,Aonyx cinereus
Porites duerdeni,411269,Porites duerdeni
Acropora elegantula,430643,Acropora elegantula
Acropora forskali,207121,Acropora forskali
Acropora haimei,207110,Acropora haimei
Porites studeri,411273,Porites studeri
NA,NA,Pavonia bahamensis
NA,NA,Megaceryle torquata
Chloroceryle americana,422617,Chloroceryle americana
NA,NA,Ardenna gravis
NA,NA,Hydrobates melania
Cephaloscyllium formosanum,310167,Cephaloscyllium formosanum
NA,NA,Gobiesox cephalus
NA,NA,Pictichromis ephippiatus
Stolephorus bataviensis,313263,Stolephorus bataviensis
Stolephorus baweanensis,313264,Stolephorus baweanensis
NA,NA,Stolephorus bengalensis
NA,NA,Haliaeetus vocifer
NA,NA,Ciconia episcopus
NA,NA,Roeboides dientonito
NA,NA,Cichlasoma orinocense
NA,NA,Hyphessobrycon fernandezi
NA,NA,Anguilla borneensis
Aplochiton marinus,313720,Aplochiton marinus
NA,NA,Basilichthys microlepidotus
NA,NA,Odontesthes brevianalis
NA,NA,Poeciliopsis occidentalis
Geotria macrostoma,298254,Geotria macrostoma
Larus bulleri,225948,Larus bulleri
Recurvirostra avosetta,212721,Recurvirostra avosetta
NA,NA,Poecilia wingei
NA,NA,Rallus obsoletus
Thalasseus elegans,413043,Thalasseus elegans
Charadrius pallidus,212618,Charadrius pallidus
Rynchops flavirostris,212828,Rynchops flavirostris
Pristipomoides amoenus,218508,Pristipomoides amoenus
Glareola ocularis,212722,Glareola ocularis
NA,NA,Bucephala islandica
Anas fulvigula,422572,Anas fulvigula
Sterna aurantia,343926,Sterna aurantia
Charadrius bicinctus,366848,Charadrius bicinctus
Calidris ferruginea,159049,Calidris ferruginea
Charadrius peronii,366842,Charadrius peronii
NA,NA,Emberiza yessoensis
NA,NA,Grus americana
NA,NA,Vultur gryphus
Numenius tahitiensis,366863,Numenius tahitiensis
Charadrius nivosus,1674260,Charadrius nivosus
Ardea herodias,159382,Ardea herodias
NA,NA,Ardea occidentalis
Haematopus moquini,212720,Haematopus moquini
NA,NA,Microcarbo coronatus
Ardea intermedia,225956,Ardea intermedia
Charadrius melodus,159125,Charadrius melodus
Anas chlorotis,226003,Anas chlorotis
NA,NA,Mycteria cinerea
NA,NA,Anthus antarcticus
NA,NA,Charadrius javanicus
NA,NA,Chordeiles minor
Branta bernicla,159175,Branta bernicla
Ardeola idae,212670,Ardeola idae
NA,NA,Chinchaysuyoa ortegai
NA,NA,Cinclodes maculirostris
NA,NA,Buteo galapagoensis
NA,NA,Macrocephalon maleo
NA,NA,Eulipoa wallacei
Homalopoma bicolor,457986,Homalopoma bicolor
NA,NA,Megapodius cumingii
NA,NA,Anas bernieri
NA,NA,Threskiornis bernieri
NA,NA,Arctoraja sexoculata
NA,NA,Milvus aegyptius
Dussumieria albulina,1832267,Dussumieria albulina
Pachyptila macgillivrayi,226025,Pachyptila macgillivrayi
NA,NA,Myrrophis bennettii
NA,NA,Foa landoni
NA,NA,Dalbergia beccarii
Fowleria polystigma,277515,Fowleria polystigma
NA,NA,Jaydia albomarginata
NA,NA,Acentrogobius pellidebilis
Codium spinulosum,623347,Codium spinulosum
Undaria crenata,375281,Undaria crenata
Elachista falcata,375282,Elachista falcata
Neoleptonema yongpilii,395697,Neoleptonema yongpilii
Acrochaetium inkyui,503529,Acrochaetium inkyui
Martensia flammifolia,377173,Martensia flammifolia
Ceramium inkyui,388475,Ceramium inkyui
Dasysiphonia chejuensis,375082,Dasysiphonia chejuensis
Chondria chejuensis,375738,Chondria chejuensis
Chondria pellucida,375739,Chondria pellucida
Gelidium coreanum,707943,Gelidium coreanum
Gelidium prostratum,707946,Gelidium prostratum
Gelidium jejuensis,707944,Gelidium jejuensis
Gelidium minimum,707945,Gelidium minimum
Gelidium eucorneum,624875,Gelidium eucorneum
Melanothamnus flavimarinus,1313616,Melanothamnus flavimarinus
NA,NA,Chondrophycus kangjaewonii
Monosporus inkyui,375854,Monosporus inkyui
Symphyocladia glabra,838999,Symphyocladia glabra
Symphyocladia lithophila,623882,Symphyocladia lithophila
Symphyocladia jejuinsula,708197,Symphyocladia jejuinsula
Symphyocolax koreana,624532,Symphyocolax koreana
Laurencia intercalaris,376784,Laurencia intercalaris
Laurencia succulenta,623367,Laurencia succulenta
Trimma hotsarihiensis,1592566,Trimma hotsarihiensis
NA,NA,Asio capensis
NA,NA,Circus spilonotus
NA,NA,Falco cherrug
Haliaeetus pelagicus,1753851,Haliaeetus pelagicus
NA,NA,Aythya ferina
Haematopus meadewaldoi,366766,Haematopus meadewaldoi
NA,NA,Marmaronetta angustirostris
Pinguinus impennis,137132,Pinguinus impennis
NA,NA,Vanellus vanellus
Numenius tenuirostris,366864,Numenius tenuirostris
Chrysiptera leucopoma,218785,Chrysiptera leucopoma
NA,NA,Falco peregrinus
NA,NA,Falco rusticolus
NA,NA,Milvus migrans
Pandion haliaetus,159377,Pandion haliaetus
Haliaeetus albicilla,232053,Haliaeetus albicilla
NA,NA,Dalbergia spinosa
Tringa flavipes,159030,Tringa flavipes
NA,NA,Circus macrosceles
Repomucenus beniteguri,315465,Repomucenus beniteguri
NA,NA,Halcyon pileata
NA,NA,Rostratula australis
NA,NA,Yongeichthys viganensis
NA,NA,Grus japonensis
Anser albifrons,159159,Anser albifrons
Haematopus chathamensis,366771,Haematopus chathamensis
Thinornis novaeseelandiae,366854,Thinornis novaeseelandiae
Synchiropus ijimai,402748,Synchiropus ijimai
Synchiropus ocellatus,273254,Synchiropus ocellatus
NA,NA,Synchiropus papilio
Mobula eregoodoo,298800,Mobula eregoodoo
Lontra felina,343992,Lontra felina
NA,NA,Nemanthias regalis
NA,NA,Megapodius laperouse
Haliaeetus leucogaster,446494,Haliaeetus leucogaster
NA,NA,Pelargopsis amauroptera
NA,NA,Todiramphus lazuli
NA,NA,Charadrius aquilonius
NA,NA,Botaurus poiciloptilus
NA,NA,Orthopristis cantharina
Leucocarbo carunculatus,1611502,Leucocarbo carunculatus
NA,NA,Fulica alai
NA,NA,Scyliorhinus hachijoensis
Callionymus olidus,302246,Callionymus olidus
NA,NA,Periophthalmus magnuspinnatus
NA,NA,Neosalanx hubbsi
NA,NA,Okamejei panayensis
NA,NA,Gygis candida
NA,NA,Astreopora monteporina
NA,NA,Haliclona clairae
NA,NA,Haliclona dianae
NA,NA,Haliclona oberi
NA,NA,Haliclona roslynae
NA,NA,Haliclona spuma
NA,NA,Clathria stellata
Camptorhynchus labradorius,159202,Camptorhynchus labradorius
NA,NA,Haliaeetus sanfordi
NA,NA,Anas wyvilliana
Tringa guttifer,366866,Tringa guttifer
NA,NA,Eurostopodus nigripennis
NA,NA,Urile perspicillatus
NA,NA,Mergus australis
NA,NA,Mycteria leucocephala
NA,NA,Anser cygnoid
NA,NA,Mareca falcata
NA,NA,Anser canagicus
NA,NA,Prosobonia parvirostris
Hexanchus vitulus,217627,Hexanchus vitulus
NA,NA,Zapornia monasa
NA,NA,Fregetta lineata
Charadrius thoracicus,366845,Charadrius thoracicus
NA,NA,Leptoptilos javanicus
Pluvianellus socialis,366876,Pluvianellus socialis
Charadrius mongolus,212614,Charadrius mongolus
NA,NA,Apristurus ovicorrugatus
NA,NA,Okamejei picta
NA,NA,Gymneleotris seminudum
Oligolepis stomias,278546,Oligolepis stomias
Paragobiopsis ostreicola,320034,Paragobiopsis ostreicola
NA,NA,Tigrigobius inornatus
NA,NA,Ptereleotris melanota
NA,NA,Taeniamia dispilus
Sphyraena africana,305323,Sphyraena africana
NA,NA,Siganus studeri
Siganus margaritiferus,305079,Siganus margaritiferus
Menticirrhus martinicensis,309093,Menticirrhus martinicensis
NA,NA,Menticirrhus gracilis
NA,NA,Johnius sasakii
Abudefduf caudobimaculatus,304104,Abudefduf caudobimaculatus
Lethrinus scoparius,312260,Lethrinus scoparius
Aurigequula longispinis,1888059,Aurigequula longispinis
NA,NA,Hyporthodus griseofasciatus
Epinephelus rankini,304763,Epinephelus rankini
Dictyosoma temminckii,314265,Dictyosoma temminckii
NA,NA,Cheilodipterus lineatus
NA,NA,Trimma albicaudatum
Pseudogobius verticalis,1536478,Pseudogobius verticalis
Pseudogobius jeffi,1536483,Pseudogobius jeffi
Pseudogobius hoesei,1536482,Pseudogobius hoesei
Pseudogobius eos,1536481,Pseudogobius eos
Pseudogobius cinctus,1536480,Pseudogobius cinctus
Pseudogobius aquilonius,1536479,Pseudogobius aquilonius
Gobiopsis liolepis,1803729,Gobiopsis liolepis
NA,NA,Callogobius vanclevei
NA,NA,Callogobius kuderi
Hypoatherina panatela,310979,Hypoatherina panatela
NA,NA,Insidiator meerdervoortii
Taenioides snyderi,310474,Taenioides snyderi
NA,NA,Robinsichthys nigrimarginatus
NA,NA,Ponticola odessicus
Pascua readerae,713740,Pascua readerae
Paragobiopsis orbicularis,320033,Paragobiopsis orbicularis
NA,NA,Pandaka bipunctata
Oxyurichthys omanensis,1865522,Oxyurichthys omanensis
Oxuderces nexipinnis,1495460,Oxuderces nexipinnis
NA,NA,Oligolepis nijsseni
NA,NA,Obliquogobius bathyalis
NA,NA,Luciogobius punctilineatus
Luciogobius martellii,281430,Luciogobius martellii
NA,NA,Luciogobius brevipterus
NA,NA,Eugnathogobius stictos
NA,NA,Elacatinus rubrifrons
NA,NA,Drombus oligactis
Dotsugobius bleekeri,1803732,Dotsugobius bleekeri
Cryptocentrus steinhardti,1800190,Cryptocentrus steinhardti
NA,NA,Pinnichthys atrimelum
Callogobius clarki,1594709,Callogobius clarki
NA,NA,Birdsongichthys rectus
NA,NA,Aulopareia vadosa
Apocryptodon wirzi,313746,Apocryptodon wirzi
NA,NA,Amblyeleotris cephalotaenia
NA,NA,Acentrogobius decaryi
NA,NA,Acentrogobius chusanensis
Flabellicauda cometes,1818142,Flabellicauda cometes
NA,NA,Flabellicauda akiko
NA,NA,Erdmannichthys alorensis
Hemigobius melanurus,314573,Hemigobius melanurus
NA,NA,Inu saikaiensis
Inu ama,318649,Inu ama
Inu koma,318650,Inu koma
NA,NA,Acyrtus arturo
NA,NA,Acyrtus simon
Flabellicauda alleni,1818140,Flabellicauda alleni
NA,NA,Labracinus ocelliferus
Istiblennius enosimae,311917,Istiblennius enosimae
NA,NA,Xenisthmus nigrolateralis
NA,NA,Tempestichthys bettyae
NA,NA,Schindleria edentata
NA,NA,Pterocerdale insolita
NA,NA,Navigobius dewa
NA,NA,Triaenopogon radiatus
NA,NA,Tomiyamia nudicervica
Triaenopogon barbatus,315869,Triaenopogon barbatus
NA,NA,Ophiocara ophicephalus
Erotelis clarki,1525289,Erotelis clarki
NA,NA,Butis prismaticus
NA,NA,Rhinolepadichthys polyastrous
NA,NA,Rhinolepadichthys heemstraorum
Rhinolepadichthys geminus,1805668,Rhinolepadichthys geminus
Kopua minima,1804070,Kopua minima
Callogobius irrasus,312691,Callogobius irrasus
Pomatoschistus adriaticus,1595010,Pomatoschistus adriaticus
NA,NA,Lepadichthys misakius
Tripterygion minor,305443,Tripterygion minor
Thinornis cucullatus,567423,Thinornis cucullatus
Prosobonia cancellata,366868,Prosobonia cancellata
NA,NA,Ophiocara porocephalum
Numenius madagascariensis,225934,Numenius madagascariensis
Heterodontus marshallae,1818790,Heterodontus marshallae
NA,NA,Squatina leae
Brevitrygon manjajiae,1806821,Brevitrygon manjajiae
Enneapterygius fuligicauda,310588,Enneapterygius fuligicauda
NA,NA,Diplecogaster roseiocula
NA,NA,Varicus roatanensis
NA,NA,Callogobius williamsi
NA,NA,Obliquogobius trifasciatus
NA,NA,Butis abdoui
NA,NA,Butis audebertae
NA,NA,Butis delagoensis
NA,NA,Fusigobius humerosus
NA,NA,Luciogobius griseus
NA,NA,Ophiocara cantoris
NA,NA,Ophiocara gigas
NA,NA,Ophiocara macrostoma
NA,NA,Schindleria qizma
NA,NA,Schindleria squirei
NA,NA,Butis huberti
Recurvirostra novaehollandiae,366777,Recurvirostra novaehollandiae
Cladorhynchus leucocephalus,366775,Cladorhynchus leucocephalus
NA,NA,Porzana fluminea
NA,NA,Stictonetta naevosa
Haematopus fuliginosus,366773,Haematopus fuliginosus
NA,NA,Biziura lobata
NA,NA,Hylacola pyrrhopygia
NA,NA,Calamanthus fuliginosus
NA,NA,Anas castanea
NA,NA,Corvus coronoides
NA,NA,Epthianura albifrons
Poliocephalus poliocephalus,366619,Poliocephalus poliocephalus
NA,NA,Neophema petrophila
Pluvialis squatarola,159137,Pluvialis squatarola
Pluvialis dominica,159136,Pluvialis dominica
Arenaria interpres,147431,Arenaria interpres
Calidris tenuirostris,366592,Calidris tenuirostris
NA,NA,Tylos capensis
NA,NA,Tylos granulatus
NA,NA,Ardea humbloti
Limosa lapponica,159034,Limosa lapponica
Calidris fuscicollis,159050,Calidris fuscicollis
Limnodromus semipalmatus,366861,Limnodromus semipalmatus
Calidris minutilla,159054,Calidris minutilla
Calidris pusilla,159055,Calidris pusilla
Calidris melanotos,159053,Calidris melanotos
Limosa haemastica,159033,Limosa haemastica
Calidris alpina,159047,Calidris alpina
Rhinolepadichthys lineatus,1865521,Rhinolepadichthys lineatus
Charadrius vociferus,159127,Charadrius vociferus
Limnodromus scolopaceus,158957,Limnodromus scolopaceus
Calidris falcinellus,1488272,Calidris falcinellus
Chimaera supapae,1804817,Chimaera supapae
Dichichthys satoi,1846225,Dichichthys satoi
Limosa fedoa,158965,Limosa fedoa
Limnodromus griseus,158955,Limnodromus griseus
NA,NA,Opistognathus albomaculatus
NA,NA,Opistognathus parvus
NA,NA,Opistognathus triops
NA,NA,Opistognathus wassi
NA,NA,Opistognathus aurolineatus
NA,NA,Opistognathus biporus
NA,NA,Opistognathus bathyphilus
NA,NA,Opistognathus pholeter
NA,NA,Opistognathus helvolus
NA,NA,Pseudogilbia australis
NA,NA,Opistognathus asper
Siganus laqueus,305078,Siganus laqueus
NA,NA,Opistognathus flavidus
NA,NA,Opistognathus microspilus
NA,NA,Opistognathus megalops
NA,NA,Opistognathus hyalinus
NA,NA,Opistognathus erdmanni
NA,NA,Opistognathus challenger
NA,NA,Opistognathus nigripinnis
NA,NA,Opistognathus vigilax
Pseudovespicula zollingeri,1871577,Pseudovespicula zollingeri
NA,NA,Trichosomus trachinoides
NA,NA,Paloa villadolidi
Tringa melanoleuca,158967,Tringa melanoleuca
Chimaera stellata,1804816,Chimaera stellata
Leucoraja longirostris,1845490,Leucoraja longirostris
Calidris mauri,366588,Calidris mauri
Calidris bairdii,159048,Calidris bairdii
NA,NA,Himantopus novaezelandiae
Recurvirostra americana,159140,Recurvirostra americana
Charadrius semipalmatus,159126,Charadrius semipalmatus
NA,NA,Pterodroma rupinarum
NA,NA,Bulweria bifax
Arenaria melanocephala,366869,Arenaria melanocephala
Calidris ptilocnemis,366589,Calidris ptilocnemis
Calidris maritima,159052,Calidris maritima
NA,NA,Steganopus tricolor
Actitis macularius,159081,Actitis macularius
Tringa incana,567470,Tringa incana
Tringa semipalmata,567466,Tringa semipalmata
NA,NA,Curaeus curaeus
NA,NA,Chalcites basalis
NA,NA,Trachyphonus margaritatus
NA,NA,Merops americanus
NA,NA,Merops viridis
NA,NA,Falco berigora
NA,NA,Alcedo meninting
NA,NA,Ceyx azureus
NA,NA,Corythornis vintsioides
NA,NA,Circus approximans
NA,NA,Falco cenchroides
NA,NA,Alcedo semitorquata
NA,NA,Alcedo quadribrachys
NA,NA,Merops revoilii
NA,NA,Corythornis cristatus
NA,NA,Caprimulgus natalensis
NA,NA,Haliastur indus
NA,NA,Halcyon gularis
NA,NA,Caprimulgus affinis
NA,NA,Caprimulgus mahrattensis
NA,NA,Apus berliozi
NA,NA,Todiramphus recurvirostris
NA,NA,Todiramphus saurophagus
Anhinga novaehollandiae,446496,Anhinga novaehollandiae
Todiramphus chloris,567851,Todiramphus chloris
NA,NA,Megaceryle maxima
NA,NA,Cinclodes fuscus
NA,NA,Pelargopsis melanorhyncha
NA,NA,Alcedo coerulescens
Chionis minor,225982,Chionis minor
Chionis albus,225754,Chionis albus
NA,NA,Prinia inornata
NA,NA,Poodytes punctatus
NA,NA,Myiarchus magnirostris
NA,NA,Asthenes pyrrholeuca
NA,NA,Cinclodes nigrofumosus
Cinclodes taczanowskii,1674263,Cinclodes taczanowskii
NA,NA,Lessonia rufa
NA,NA,Cisticola textrix
NA,NA,Poodytes gramineus
NA,NA,Muscisaxicola maclovianus
NA,NA,Cinnyris melanogastrus
NA,NA,Oenanthe seebohmi
NA,NA,Hirundo neoxena
NA,NA,Alaudala raytal
NA,NA,Hirundo javanica
NA,NA,Limnornis curvirostris
NA,NA,Cinnyris pulchellus
NA,NA,Acrocephalus gracilirostris
NA,NA,Tachycineta leucorrhoa
NA,NA,Tachycineta albiventer
NA,NA,Cincloramphus timoriensis
NA,NA,Tachycineta meyeni
NA,NA,Corvus orru
NA,NA,Hirundo aethiopica
NA,NA,Phedina borbonica
NA,NA,Tachycineta stolzmanni
NA,NA,Macronyx capensis
NA,NA,Motacilla capensis
NA,NA,Motacilla flaviventris
NA,NA,Passer castanopterus
NA,NA,Passer flaveolus
NA,NA,Taeniopygia castanotis
NA,NA,Eurostopodus mystacalis
NA,NA,Momotus bahamensis
NA,NA,Corythornis leucogaster
Halcyon senegaloides,212589,Halcyon senegaloides
NA,NA,Hirundo nigrita
NA,NA,Pachycephala melanura
NA,NA,Corvus macrorhynchos
NA,NA,Rhipidura nigritorquis
NA,NA,Oenanthe isabellina
NA,NA,Curruca conspicillata
NA,NA,Merops persicus
NA,NA,Corvus corone
NA,NA,Pyrrhocorax pyrrhocorax
NA,NA,Galerida cristata
NA,NA,Cisticola juncidis
NA,NA,Alcedo atthis
Haliaeetus leucocephalus,159374,Haliaeetus leucocephalus
NA,NA,Anas gibberifrons
Charadrius tricollaris,212615,Charadrius tricollaris
NA,NA,Ardea melanocephala
NA,NA,Zapornia flavirostra
Haematopus leucopodus,366769,Haematopus leucopodus
NA,NA,Cygnus melancoryphus
Platalea alba,212707,Platalea alba
Platalea regia,1436389,Platalea regia
NA,NA,Vanellus armatus
Phalacrocorax sulcirostris,343955,Phalacrocorax sulcirostris
Anas capensis,212711,Anas capensis
NA,NA,Egretta picata
NA,NA,Aythya australis
NA,NA,Ardea sumatrana
Lophonetta specularioides,225980,Lophonetta specularioides
Glareola nuchalis,366833,Glareola nuchalis
NA,NA,Ardea brachyrhyncha
Glareola maldivarum,366835,Glareola maldivarum
Charadrius modestus,366860,Charadrius modestus
Anas georgica,225775,Anas georgica
Charadrius veredus,366843,Charadrius veredus
NA,NA,Gallinago nigripennis
NA,NA,Amaurornis phoenicurus
NA,NA,Paragallinula angulata
NA,NA,Microcarbo africanus
NA,NA,Nettapus pulchellus
Calidris subminuta,366590,Calidris subminuta
NA,NA,Ardea plumifera
NA,NA,Nycticorax caledonicus
Anhinga rufa,446495,Anhinga rufa
Glareola lactea,366836,Glareola lactea
NA,NA,Spatula rhynchotis
NA,NA,Mycteria ibis
NA,NA,Spatula smithii
NA,NA,Eulabeornis castaneoventris
NA,NA,Spatula platalea
NA,NA,Ardeola bacchus
NA,NA,Chloephaga poliocephala
Haematopus ater,366768,Haematopus ater
NA,NA,Ardeola grayii
Charadrius falklandicus,366859,Charadrius falklandicus
Anas bahamensis,422573,Anas bahamensis
NA,NA,Radjah radjah
Egretta ardesiaca,212663,Egretta ardesiaca
NA,NA,Burhinus capensis
NA,NA,Tadorna tadornoides
NA,NA,Anas gracilis
NA,NA,Tadorna variegata
Burhinus vermiculatus,212826,Burhinus vermiculatus
NA,NA,Aramides mangle
NA,NA,Dendrocygna javanica
Charadrius marginatus,212613,Charadrius marginatus
Dromas ardeola,212718,Dromas ardeola
NA,NA,Rostratula benghalensis
Charadrius ruficapillus,366847,Charadrius ruficapillus
NA,NA,Pluvianus aegyptius
Pelecanus rufescens,212726,Pelecanus rufescens
NA,NA,Amaurornis cinerea
NA,NA,Ixobrychus flavicollis
NA,NA,Anas sparsa
NA,NA,Ciconia microscelis
NA,NA,Zapornia tabuensis
NA,NA,Anas superciliosa
NA,NA,Microparra capensis
NA,NA,Anas undulata
Podiceps major,366612,Podiceps major
NA,NA,Actophilornis africanus
Vanellus melanopterus,366838,Vanellus melanopterus
Pelecanus conspicillatus,343934,Pelecanus conspicillatus
NA,NA,Vanellus albiceps
NA,NA,Grus grus
Etmopterus lii,1845493,Etmopterus lii
Harriotta avia,1804815,Harriotta avia
Squalus hima,1845491,Squalus hima
Neotrygon yakkoei,1831299,Neotrygon yakkoei
NA,NA,Anas luzonica
NA,NA,Ephippiorhynchus asiaticus
Esacus magnirostris,366831,Esacus magnirostris
Calidris ruficollis,212601,Calidris ruficollis
Haloaleurodiscus mangrovei,437687,Haloaleurodiscus mangrovei
NA,NA,Grus monacha
Althenia filiformis,593699,Althenia filiformis
Charadrius placidus,366841,Charadrius placidus
Charadrius wilsonia,366844,Charadrius wilsonia
NA,NA,Cinclodes antarcticus
Anas eatoni,225778,Anas eatoni
NA,NA,Laterallus spilopterus
NA,NA,Rallus wetmorei
NA,NA,Charadrius bifrontatus
Charadrius alexandrinus,212611,Charadrius alexandrinus
Nycticorax nycticorax,159123,Nycticorax nycticorax
Glareola cinerea,366834,Glareola cinerea
Charadrius pecuarius,366846,Charadrius pecuarius
Chlidonias leucopterus,137136,Chlidonias leucopterus
Ardea goliath,212666,Ardea goliath
NA,NA,Fulica cristata
NA,NA,Pelargopsis capensis
NA,NA,Merops superciliosus
NA,NA,Ardea alba
NA,NA,Ceryle rudis
NA,NA,Rhipidura javanica
NA,NA,Dryolimnas cuvieri
NA,NA,Halcyon smyrnensis
NA,NA,Macheiramphus alcinus
NA,NA,Todiramphus sanctus
NA,NA,Aythya novaeseelandiae
Glareola pratincola,212723,Glareola pratincola
Haematopus longirostris,366772,Haematopus longirostris
Charadrius hiaticula,212619,Charadrius hiaticula
NA,NA,Ardea pacifica
NA,NA,Hirundo tahitica
NA,NA,Apus unicolor
Egretta novaehollandiae,567845,Egretta novaehollandiae
NA,NA,Gallinula tenebrosa
NA,NA,Haliastur sphenurus
NA,NA,Lewinia pectoralis
NA,NA,Fulica americana
NA,NA,Calidris pugnax
Tringa totanus,158970,Tringa totanus
Actitis hypoleucos,212603,Actitis hypoleucos
Anser brachyrhynchus,416683,Anser brachyrhynchus
Charadrius dubius,212617,Charadrius dubius
NA,NA,Cygnus olor
NA,NA,Egretta caerulea
Egretta thula,159116,Egretta thula
Egretta tricolor,159117,Egretta tricolor
NA,NA,Gallinula chloropus
NA,NA,Gallinula galeata
Haematopus palliatus,159128,Haematopus palliatus
Himantopus himantopus,212609,Himantopus himantopus
NA,NA,Ixobrychus exilis
NA,NA,Lymnocryptes minimus
NA,NA,Mareca penelope
NA,NA,Mergellus albellus
NA,NA,Microcarbo pygmaeus
NA,NA,Mycteria americana
Pelecanus erythrorhynchos,159058,Pelecanus erythrorhynchos
Platalea leucorodia,416678,Platalea leucorodia
Plegadis falcinellus,158977,Plegadis falcinellus
NA,NA,Porphyrio porphyrio
Rynchops niger,159079,Rynchops niger
Tachybaptus ruficollis,148790,Tachybaptus ruficollis
Tringa nebularia,158968,Tringa nebularia
Xenus cinereus,212602,Xenus cinereus
Pluvialis fulva,232044,Pluvialis fulva
Numenius americanus,366865,Numenius americanus
