iucn_sciname,worms_valid_sciname,sis_taxon_id,iucn_assessment_id,aphia_id,aquax,notes
pseudanthias marcia,pseudanthias marcia,117016815,117017194,277467,No SDM,NA
pseudanthias pulcherrimus,pseudanthias pulcherrimus,117016819,117017199,218279,No SDM,NA
pseudanthias taeniatus,pseudanthias taeniatus,117016885,117017204,277481,No SDM,NA
pseudanthias unimarginatus,pseudanthias unimarginatus,117016908,117017209,712591,No SDM,NA
rabaulichthys stigmaticus,rabaulichthys stigmaticus,117016941,117017214,218285,No SDM,NA
serranus novemcinctus,serranus novemcinctus,117017108,117017219,273902,SDM,NA
suttonia suttoni,suttonia suttoni,117017124,117017224,218303,SDM,NA
opistognathus adelus,opistognathus adelus,117017134,117017229,712621,No SDM,NA
opistognathus afer,opistognathus afer,117017138,117017234,712622,No SDM,NA
opistognathus dipharus,opistognathus dipharus,117017142,117017239,712626,No SDM,NA
opistognathus longinaris,opistognathus longinaris,117017146,117017244,712627,No SDM,NA
opistognathus margaretae,opistognathus margaretae,117017150,117017249,219138,No SDM,NA
opistognathus pardus,opistognathus pardus,117017154,117017254,834980,No SDM,NA
apocryptes bato,apocryptes bato,117043719,117044237,279661,No SDM,NA
caffrogobius agulhensis,caffrogobius agulhensis,117043730,117044242,219402,SDM,NA
caffrogobius caffer,caffrogobius caffer,117043760,117044247,219398,SDM,NA
caffrogobius dubius,caffrogobius dubius,117043783,117044252,219400,No SDM,NA
caffrogobius gilchristi,caffrogobius gilchristi,117043791,117044257,219403,SDM,NA
caffrogobius natalensis,caffrogobius natalensis,117043805,117044262,219397,SDM,NA
coryogalops bulejiensis,coryogalops bulejiensis,117043856,117044272,273429,No SDM,NA
coryogalops ocheticus,coryogalops ocheticus,117043864,117044277,712862,No SDM,NA
coryogalops sordidus,coryogalops sordidus,117043884,117044282,219418,No SDM,NA
ego zebra,ego zebra,117043921,117044287,280591,No SDM,NA
eugnathogobius indicus,eugnathogobius indicus,117043928,117044292,398677,No SDM,NA
eviota bipunctata,eviota bipunctata,117043966,117044297,1006807,SDM,NA
eviota geminata,eviota geminata,117043984,117044302,1007172,No SDM,NA
eviota indica,eviota indica,117044000,117044307,278589,No SDM,NA
eviota mikiae,eviota mikiae,117044004,117044312,278597,SDM,NA
eviota nigripinna,eviota nigripinna,117044012,117044317,219460,SDM,NA
eviota oculopiperita,eviota oculopiperita,117044031,117044322,1007171,No SDM,NA
hetereleotris apora,hetereleotris apora,117044038,117044327,219496,SDM,NA
hetereleotris bipunctata,hetereleotris bipunctata,117044060,117044332,278622,No SDM,NA
hetereleotris caminata,hetereleotris caminata,117044064,117044337,219494,No SDM,NA
hetereleotris diademata,hetereleotris diademata,117044072,117044342,278624,No SDM,NA
hetereleotris kenyae,hetereleotris kenyae,117044080,117044347,219495,No SDM,NA
hetereleotris margaretae,hetereleotris margaretae,117044084,117044352,219500,No SDM,NA
hetereleotris nebulofasciata,hetereleotris nebulofasciata,117044088,117044357,278626,SDM,NA
hetereleotris poecila,hetereleotris poecila,117044130,117044362,278627,No SDM,NA
hetereleotris tentaculata,hetereleotris tentaculata,117044179,117044367,219497,SDM,NA
hetereleotris vinsoni,hetereleotris vinsoni,117044199,117044372,219503,No SDM,NA
hetereleotris zanzibarensis,hetereleotris zanzibarensis,117044203,117044377,219501,SDM,NA
hetereleotris zonata,hetereleotris zonata,117044223,117044382,219499,SDM,NA
abudefduf troschelii,abudefduf troschelii,183397,117058177,273702,SDM,NA
squalus rancureli,squalus rancureli,41861,117123341,271663,SDM,NA
hippopus hippopus,hippopus hippopus,10105,117405498,216411,SDM,NA
hippopus porcellanus,hippopus porcellanus,10106,117405656,382152,No SDM,NA
tridacna maxima,tridacna maxima,22138,117405833,207675,No SDM,NA
tridacna squamosa,tridacna squamosa,22140,117406081,207674,SDM,NA
sacura boulengeri,sacura boulengeri,117017080,117428098,277200,No SDM,NA
meiacanthus abruptus,meiacanthus abruptus,48342104,117479864,712829,SDM,NA
squatina squatina,squatina squatina,39332,117498371,105928,SDM,NA
omobranchus robertsi,omobranchus robertsi,48342358,117534644,278021,SDM,NA
omox lupus,omox lupus,48342180,117535540,281880,SDM,NA
pseudochromis chrysospilus,pseudochromis chrysospilus,47407568,117753473,712613,No SDM,NA
pseudochromis socotraensis,pseudochromis socotraensis,47407633,117753634,712618,No SDM,NA
apristurus nakayai,apristurus nakayai,117839264,117839266,834880,SDM,NA
obliquogobius cometes,obliquogobius cometes,118353317,118353338,281801,No SDM,NA
oxyurichthys limophilus,oxyurichthys limophilus,118353792,118354317,1384941,No SDM,NA
oxyurichthys notonema,oxyurichthys notonema,118354006,118354417,273461,No SDM,NA
oxyurichthys petersii,oxyurichthys petersii,118354076,118354433,1020579,No SDM,NA
periophthalmus chrysospilos,periophthalmus chrysospilos,118354444,118354453,277974,SDM,NA
pleurosicya annandalei,pleurosicya annandalei,118354515,118354519,219543,SDM,NA
priolepis anthioides,priolepis anthioides,118354540,118354584,219552,No SDM,NA
scartelaos histophorus,scartelaos histophorus,118354654,118354707,282671,SDM,NA
tomiyamichthys dorsostigma,tomiyamichthys dorsostigma,118354744,118354757,712879,No SDM,NA
tomiyamichthys fourmanoiri,tomiyamichthys fourmanoiri,118354800,118354817,398652,No SDM,NA
tomiyamichthys praealta,tomiyamichthys praealta,118354866,118354890,398655,No SDM,NA
trimma barralli,trimma barralli,118355114,118355122,219586,No SDM,NA
trimma bisella,trimma bisella,118355154,118355163,278489,No SDM,NA
trimma corallinum,trimma corallinum,118355257,118355292,278492,No SDM,NA
trimma flammeum,trimma flammeum,118355328,118355381,219582,SDM,NA
trimma flavicaudatum,trimma flavicaudatum,118355413,118355439,312022,SDM,NA
trimma haima,trimma haima,118355457,118355471,219589,SDM,NA
trimma mendelssohni,trimma mendelssohni,118355537,118355547,219578,SDM,NA
trimma sheppardi,trimma sheppardi,118355604,118355607,219585,SDM,NA
trimma volcana,trimma volcana,118355622,118355625,278518,SDM,NA
trimmatom pharus,trimmatom pharus,118355645,118355656,278109,SDM,NA
aspasmodes briggsi,aspasmodes briggsi,118356183,118356186,219754,No SDM,NA
briggsia hastingsi,briggsia hastingsi,118356821,118356824,474941,No SDM,NA
diplecogaster megalops,diplecogaster megalops,118356838,118356841,219757,No SDM,NA
lepadichthys ctenion,lepadichthys ctenion,118356869,118356875,279216,No SDM,NA
encrasicholina auster,encrasicholina auster,118357019,118357027,1332907,SDM,NA
epinephelus geoffroyi,epinephelus geoffroyi,118358912,118358982,218209,SDM,NA
plectropomus marisrubri,plectropomus marisrubri,118360372,118360410,1577317,SDM,NA
epinephelus kupangensis,epinephelus kupangensis,118360435,118360443,1385089,SDM,NA
branchiostegus ilocanus,branchiostegus ilocanus,68399571,118608897,276738,SDM,NA
branchiostegus vittatus,branchiostegus vittatus,68400327,118610595,276743,SDM,NA
cosmocampus elucens,cosmocampus elucens,155212,118662567,278059,SDM,NA
aioliops brachypterus,aioliops brachypterus,154876,119111972,279527,No SDM,NA
tridacna crocea,tridacna crocea,22135,119166955,207673,SDM,NA
tridacna derasa,tridacna derasa,22136,119167048,382205,SDM,NA
tridacna gigas,tridacna gigas,22137,119167161,207670,SDM,NA
tridacna rosewateri,tridacna rosewateri,231062018,119167284,466760,No SDM,NA
tridacna mbalavuana,tridacna mbalavuana,22141,119167307,466759,No SDM,NA
tridacna squamosina,tridacna squamosina,96378503,119173390,466758,No SDM,NA
tridacna noae,tridacna noae,96378879,119173400,207671,SDM,NA
caretta caretta,caretta caretta,3897,119333622,137205,SDM,NA
pherallodus smithi,pherallodus smithi,67905791,120035943,219765,No SDM,NA
diaphus burtoni,diaphus burtoni,114169344,120053673,272661,No SDM,NA
oligolepis formosanus,oligolepis formosanus,118354225,120095496,1524876,No SDM,NA
rhynchobatus djiddensis,rhynchobatus djiddensis,39394,121035795,217378,SDM,NA
pomadasys commersonnii,pomadasys commersonnii,77129706,121207899,218563,SDM,NA
brachionichthys hirsutus,brachionichthys hirsutus,2958,121210485,279954,SDM,NA
gyrinomimus parri,gyrinomimus parri,190141,121210529,398431,No SDM,NA
uncisudis advena,uncisudis advena,190277,121210534,272101,SDM,NA
cetomimus kerdops,cetomimus kerdops,190421,121210539,272243,No SDM,NA
lophotus capellei,lophotus capellei,190423,121210544,272528,SDM,NA
hoplostethus robustispinus,hoplostethus robustispinus,47387347,121210559,712530,No SDM,NA
ataxolepis apus,ataxolepis apus,67962581,121210564,126408,No SDM,NA
plectorhinchus playfairi,plectorhinchus playfairi,77129484,121755094,218554,SDM,NA
pomadasys furcatus,pomadasys furcatus,77130370,121755563,218558,SDM,NA
himantolophus mauli,himantolophus mauli,67963992,122050623,126546,No SDM,NA
linophryne arcturi,linophryne arcturi,67964577,122050766,272589,No SDM,NA
linophryne brevibarbata,linophryne brevibarbata,67964842,122050840,126548,SDM,NA
linophryne macrodon,linophryne macrodon,190483,122050946,272595,SDM,NA
halieutichthys caribbaeus,halieutichthys caribbaeus,68284296,122050955,308721,SDM,NA
halieutaea fitzsimonsi,halieutaea fitzsimonsi,68284350,122050992,220345,SDM,NA
oneirodes macronema,oneirodes macronema,190272,122051000,126573,No SDM,NA
oneirodes thysanema,oneirodes thysanema,190187,122051079,272643,No SDM,NA
puck pinnata,puck pinnata,67966497,122051087,282512,No SDM,NA
lasiognathus beebei,lasiognathus beebei,190303,122051166,126578,SDM,NA
acanthogobius insularis,acanthogobius insularis,122055033,122055045,1010684,No SDM,NA
gymnogobius cylindricus,gymnogobius cylindricus,122055267,122055277,475096,No SDM,NA
parioglossus caeruleolineatus,parioglossus caeruleolineatus,69130199,122055510,475037,No SDM,NA
parkraemeria saltator,parkraemeria saltator,122055529,122055544,835070,No SDM,NA
sillago parvisquamis,sillago parvisquamis,122055686,122055694,273951,SDM,NA
conger orbignianus,conger orbignianus,195016,122369597,271747,SDM,NA
paludinella globularis,paludinella globularis,155630,122528805,607944,No SDM,NA
vanderhorstia delagoae,vanderhorstia delagoae,118355982,122800993,219603,SDM,NA
periophthalmus minutus,periophthalmus minutus,118354461,122801160,277977,SDM,NA
ateleopus edentatus,ateleopus edentatus,123320518,123320984,1493224,No SDM,NA
ateleopus indicus,ateleopus indicus,123320543,123320990,276689,No SDM,NA
guentherus katoi,guentherus katoi,123320646,123320995,398369,No SDM,NA
ijimaia dofleini,ijimaia dofleini,123320674,123321000,272024,No SDM,NA
ijimaia fowleri,ijimaia fowleri,123320677,123321005,272025,No SDM,NA
ijimaia plicatellus,ijimaia plicatellus,123320865,123321010,272026,SDM,NA
parateleopus microstomus,parateleopus microstomus,123320960,123321015,282114,No SDM,NA
anotopterus nikparini,anotopterus nikparini,123321057,123321764,272040,SDM,NA
anotopterus vorax,anotopterus vorax,123321065,123321769,234827,SDM,NA
aulopus bajacali,aulopus bajacali,123321147,123321774,272041,SDM,NA
hime capitonis,hime capitonis,123321390,123321779,1384920,No SDM,NA
hime caudizoma,hime caudizoma,123321397,123321784,1384921,No SDM,NA
hime curtirostris,hime curtirostris,123321416,123321789,318482,SDM,NA
hime diactithrix,hime diactithrix,123321449,123321794,1525192,SDM,NA
hime japonica,hime japonica,123321528,123321804,318485,SDM,NA
hime microps,hime microps,123321579,123321809,318486,No SDM,NA
hime pyrhistion,hime pyrhistion,123321601,123321814,1007215,SDM,NA
latropiscis purpurissatus,latropiscis purpurissatus,123321694,123321819,318742,SDM,NA
leptaulopus damasi,leptaulopus damasi,123321720,123321824,1017199,No SDM,NA
leptaulopus erythrozonatus,leptaulopus erythrozonatus,123321739,123321829,1007214,No SDM,NA
bathysauroides gigas,bathysauroides gigas,123321868,123322287,279875,SDM,NA
chlorophthalmus acutifrons,chlorophthalmus acutifrons,123321944,123322292,272050,SDM,NA
chlorophthalmus albatrossis,chlorophthalmus albatrossis,123321954,123322297,272051,SDM,NA
chlorophthalmus brasiliensis,chlorophthalmus brasiliensis,123321962,123322302,272054,SDM,NA
chlorophthalmus chalybeius,chlorophthalmus chalybeius,123321965,123322307,272055,SDM,NA
chlorophthalmus corniger,chlorophthalmus corniger,123321972,123322312,272056,SDM,NA
chlorophthalmus ichthyandri,chlorophthalmus ichthyandri,123321975,123322317,272057,SDM,NA
chlorophthalmus mascarensis,chlorophthalmus mascarensis,123322013,123322322,835032,No SDM,NA
chlorophthalmus mento,chlorophthalmus mento,123322027,123322327,272058,SDM,NA
chlorophthalmus nigromarginatus,chlorophthalmus nigromarginatus,123322121,123322332,272059,SDM,NA
chlorophthalmus pectoralis,chlorophthalmus pectoralis,123322193,123322337,272060,SDM,NA
chlorophthalmus proridens,chlorophthalmus proridens,123322237,123322347,272061,SDM,NA
chlorophthalmus vityazi,chlorophthalmus vityazi,123322264,123322352,835033,No SDM,NA
chlorophthalmus zvezdae,chlorophthalmus zvezdae,123322282,123322357,272062,No SDM,NA
coccorella atrata,coccorella atrata,123322424,123322472,158740,SDM,NA
evermannella ahlstromi,evermannella ahlstromi,123322448,123322477,272063,SDM,NA
evermannella indica,evermannella indica,123322451,123322482,126339,SDM,NA
evermannella megalops,evermannella megalops,123322455,123322487,272064,No SDM,NA
bathymicrops belyaninae,bathymicrops belyaninae,123323165,123323650,272066,No SDM,NA
bathymicrops brevianalis,bathymicrops brevianalis,123323253,123323655,272067,No SDM,NA
bathypterois andriashevi,bathypterois andriashevi,123323262,123323660,272069,No SDM,NA
bathypterois bigelowi,bathypterois bigelowi,123323283,123323665,272070,SDM,NA
bathypterois filiferus,bathypterois filiferus,123323295,123323670,221393,SDM,NA
bathypterois guentheri,bathypterois guentheri,123323339,123323675,221392,SDM,NA
bathypterois insularum,bathypterois insularum,123323351,123323680,272071,No SDM,NA
bathypterois longicauda,bathypterois longicauda,123323356,123323685,272072,No SDM,NA
bathypterois longifilis,bathypterois longifilis,123323359,123323690,158859,SDM,NA
bathypterois parini,bathypterois parini,123323368,123323695,272074,No SDM,NA
bathypterois pectinatus,bathypterois pectinatus,123323371,123323700,272075,SDM,NA
bathypterois perceptor,bathypterois perceptor,123323380,123323705,221391,No SDM,NA
bathypterois ventralis,bathypterois ventralis,123323383,123323710,272076,SDM,NA
bathysauropsis gracilis,bathysauropsis gracilis,123323392,123323715,217676,SDM,NA
bathysauropsis malayanus,bathysauropsis malayanus,123323411,123323720,277548,No SDM,NA
discoverichthys praecox,discoverichthys praecox,123323452,123323725,1495338,No SDM,NA
ipnops meadi,ipnops meadi,123323464,123323730,275831,SDM,NA
ipnops murrayi,ipnops murrayi,123323471,123323735,158866,SDM,NA
ahliesaurus brevis,ahliesaurus brevis,123323849,123324313,272078,SDM,NA
scopelosaurus adleri,scopelosaurus adleri,123323873,123324318,254552,SDM,NA
scopelosaurus ahlstromi,scopelosaurus ahlstromi,123323914,123324323,272079,SDM,NA
scopelosaurus craddocki,scopelosaurus craddocki,123323927,123324328,272080,No SDM,NA
scopelosaurus hamiltoni,scopelosaurus hamiltoni,123323933,123324333,234731,SDM,NA
scopelosaurus harryi,scopelosaurus harryi,123324008,123324338,272082,SDM,NA
scopelosaurus hoedti,scopelosaurus hoedti,123324046,123324343,272084,SDM,NA
scopelosaurus hubbsi,scopelosaurus hubbsi,123324238,123324348,272085,SDM,NA
scopelosaurus mauli,scopelosaurus mauli,123324256,123324353,158869,SDM,NA
lestidiops bathyopteryx,lestidiops bathyopteryx,123324473,123326361,272088,No SDM,NA
lestidiops neles,lestidiops neles,123324669,123326376,272094,SDM,NA
lestidiops pacificus,lestidiops pacificus,123324701,123326381,272095,SDM,NA
lestidiops sphyraenopsis,lestidiops sphyraenopsis,123324812,123326391,272098,SDM,NA
lestidium bigelowi,lestidium bigelowi,123324877,123326396,398374,No SDM,NA
lestidium nudum,lestidium nudum,123324951,123326401,275833,SDM,NA
lestidium prolixum,lestidium prolixum,123324964,123326406,275834,SDM,NA
lestrolepis japonica,lestrolepis japonica,123325036,123326411,275835,SDM,NA
lestidiops luetkeni,lestidiops luetkeni,123325104,123326416,1577946,SDM,NA
macroparalepis danae,macroparalepis danae,123325166,123326421,272099,SDM,NA
macroparalepis johnfitchi,macroparalepis johnfitchi,123325193,123326426,398375,No SDM,NA
macroparalepis longilateralis,macroparalepis longilateralis,123325240,123326431,398376,SDM,NA
macroparalepis macrogeneion,macroparalepis macrogeneion,123325265,123326436,220329,SDM,NA
macroparalepis nigra,macroparalepis nigra,123325302,123326441,126358,No SDM,NA
magnisudis indica,magnisudis indica,123325459,123326446,272100,SDM,NA
magnisudis prionosa,magnisudis prionosa,123325715,123326451,234591,SDM,NA
notolepis annulata,notolepis annulata,123325779,123326456,234627,SDM,NA
notolepis coatsorum,notolepis coatsorum,123325782,123326461,1526062,SDM,NA
stemonosudis distans,stemonosudis distans,123325801,123326466,275611,No SDM,NA
stemonosudis elegans,stemonosudis elegans,123325837,123326471,220335,SDM,NA
stemonosudis elongata,stemonosudis elongata,123325896,123326476,398377,SDM,NA
stemonosudis macrura,stemonosudis macrura,123325962,123326481,220334,SDM,NA
stemonosudis miscella,stemonosudis miscella,123326019,123326486,275612,No SDM,NA
stemonosudis molesta,stemonosudis molesta,123326064,123326491,275613,No SDM,NA
stemonosudis rothschildi,stemonosudis rothschildi,123326101,123326496,158751,SDM,NA
stemonosudis similis,stemonosudis similis,123326216,123326501,400375,No SDM,NA
uncisudis posteropelvis,uncisudis posteropelvis,123326288,123326506,272102,No SDM,NA
paraulopus atripes,paraulopus atripes,123334405,123335001,282125,No SDM,NA
paraulopus balteatus,paraulopus balteatus,123334420,123335006,712460,No SDM,NA
paraulopus brevirostris,paraulopus brevirostris,123334430,123335011,282126,SDM,NA
paraulopus filamentosus,paraulopus filamentosus,123334575,123335016,282127,No SDM,NA
paraulopus japonicus,paraulopus japonicus,123334668,123335021,282128,No SDM,NA
paraulopus legandi,paraulopus legandi,123334701,123335026,282129,No SDM,NA
paraulopus longianalis,paraulopus longianalis,123334745,123335031,712461,SDM,NA
paraulopus melanogrammus,paraulopus melanogrammus,123334762,123335036,388761,SDM,NA
paraulopus melanostomus,paraulopus melanostomus,123334771,123335041,712462,No SDM,NA
paraulopus nigripinnis,paraulopus nigripinnis,123334873,123335046,282131,No SDM,NA
paraulopus novaeseelandiae,paraulopus novaeseelandiae,123334902,123335051,282132,No SDM,NA
paraulopus oblongus,paraulopus oblongus,123334955,123335056,282133,No SDM,NA
paraulopus okamurai,paraulopus okamurai,123334962,123335061,282134,SDM,NA
pseudotrichonotus altivelis,pseudotrichonotus altivelis,123335133,123335197,282480,No SDM,NA
pseudotrichonotus belos,pseudotrichonotus belos,123335148,123335202,1385080,No SDM,NA
pseudotrichonotus caeruleoflavus,pseudotrichonotus caeruleoflavus,123335178,123335207,1385368,No SDM,NA
pseudotrichonotus xanthotaenia,pseudotrichonotus xanthotaenia,123335187,123335212,282481,No SDM,NA
benthalbella dentata,benthalbella dentata,123335263,123335737,254572,SDM,NA
benthalbella elongata,benthalbella elongata,123335326,123335742,234655,SDM,NA
benthalbella linguidens,benthalbella linguidens,123335390,123335747,272103,SDM,NA
lagiacrusichthys macropinna,lagiacrusichthys macropinna,123335481,123335752,1524555,SDM,NA
rosenblattichthys alatus,rosenblattichthys alatus,123335557,123335757,272104,SDM,NA
rosenblattichthys nemotoi,rosenblattichthys nemotoi,123335574,123335762,272105,No SDM,NA
rosenblattichthys volucris,rosenblattichthys volucris,123335589,123335767,272106,SDM,NA
scopelarchoides climax,scopelarchoides climax,123335620,123335772,275615,No SDM,NA
scopelarchoides kreffti,scopelarchoides kreffti,123335673,123335777,275616,SDM,NA
scopelarchoides nicholsi,scopelarchoides nicholsi,123335677,123335782,275617,SDM,NA
scopelarchoides signifer,scopelarchoides signifer,123335680,123335787,217723,SDM,NA
harpadon erythraeus,harpadon erythraeus,123350079,123350137,277383,No SDM,NA
harpadon microchir,harpadon microchir,123350095,123350142,277384,SDM,NA
harpadon mortenseni,harpadon mortenseni,123350103,123350147,1495424,No SDM,NA
harpadon nudus,harpadon nudus,123350109,123350152,1493612,No SDM,NA
harpadon squamosus,harpadon squamosus,123350119,123350157,277385,No SDM,NA
harpadon translucens,harpadon translucens,123350125,123350162,277386,SDM,NA
saurida argentea,saurida argentea,123354369,123354872,272108,SDM,NA
saurida filamentosa,saurida filamentosa,123354372,123354877,272110,SDM,NA
saurida golanii,saurida golanii,123354384,123354882,712463,No SDM,NA
saurida lessepsianus,saurida lessepsianus,123354515,123354892,932880,No SDM,NA
saurida longimanus,saurida longimanus,123354731,123354897,217665,SDM,NA
saurida macrolepis,saurida macrolepis,123354734,123354902,272114,SDM,NA
saurida parri,saurida parri,123354780,123354913,300006,No SDM,NA
saurida tweddlei,saurida tweddlei,123354795,123354918,1494117,No SDM,NA
saurida umeyoshii,saurida umeyoshii,123354821,123354923,272120,SDM,NA
saurida wanieso,saurida wanieso,123354833,123354928,272121,SDM,NA
synodus fasciapelvicus,synodus fasciapelvicus,123354995,123355479,712464,No SDM,NA
synodus fuscus,synodus fuscus,123355098,123355484,272126,No SDM,NA
synodus gibbsi,synodus gibbsi,123355145,123355489,272127,No SDM,NA
synodus indicus,synodus indicus,123355193,123355499,217669,SDM,NA
synodus marchenae,synodus marchenae,123355275,123355504,272134,No SDM,NA
synodus mascarensis,synodus mascarensis,123355281,123355509,398372,No SDM,NA
synodus nigrotaeniatus,synodus nigrotaeniatus,123355292,123355514,1043610,No SDM,NA
synodus orientalis,synodus orientalis,123355359,123355519,398373,No SDM,NA
synodus pacificus,synodus pacificus,123355374,123355524,1524544,No SDM,NA
synodus randalli,synodus randalli,123355378,123355529,272136,No SDM,NA
synodus sageneus,synodus sageneus,123355386,123355534,272138,SDM,NA
synodus sanguineus,synodus sanguineus,123355395,123355539,474909,No SDM,NA
synodus vityazi,synodus vityazi,123355425,123355549,834889,No SDM,NA
trachinocephalus gauguini,trachinocephalus gauguini,123355554,123355571,1385085,No SDM,NA
trachinocephalus trachinus,trachinocephalus trachinus,123355563,123355576,308682,SDM,NA
anomalops katoptron,anomalops katoptron,123355696,123356167,279629,SDM,NA
parmops coruscans,parmops coruscans,123355965,123356172,282167,No SDM,NA
parmops echinatus,parmops echinatus,123355990,123356177,282168,No SDM,NA
photoblepharon palpebratum,photoblepharon palpebratum,123356060,123356182,276188,SDM,NA
photoblepharon steinitzi,photoblepharon steinitzi,123356073,123356187,159366,No SDM,NA
anoplogaster brachycera,anoplogaster brachycera,123356234,123356244,272203,SDM,NA
beryx mollis,beryx mollis,123356265,123356627,272204,SDM,NA
centroberyx affinis,centroberyx affinis,123356310,123356632,276891,SDM,NA
centroberyx australis,centroberyx australis,123356336,123356637,276892,SDM,NA
centroberyx druzhinini,centroberyx druzhinini,123356346,123356642,276893,SDM,NA
centroberyx lineatus,centroberyx lineatus,123356374,123356652,217895,SDM,NA
centroberyx rubricaudus,centroberyx rubricaudus,123356516,123356657,276895,No SDM,NA
centroberyx spinosus,centroberyx spinosus,123356530,123356662,217896,SDM,NA
diretmoides veriginae,diretmoides veriginae,123356696,123356701,272205,No SDM,NA
cleidopus gloriamaris,cleidopus gloriamaris,123356757,123356792,280209,SDM,NA
monocentris reedi,monocentris reedi,123356787,123356802,277490,No SDM,NA
aulotrachichthys atlanticus,aulotrachichthys atlanticus,123356887,123360071,313817,SDM,NA
aulotrachichthys heptalepis,aulotrachichthys heptalepis,123358153,123360076,313818,No SDM,NA
aulotrachichthys latus,aulotrachichthys latus,123358174,123360081,279840,SDM,NA
aulotrachichthys novaezelandicus,aulotrachichthys novaezelandicus,123358198,123360086,313819,SDM,NA
aulotrachichthys prosthemius,aulotrachichthys prosthemius,123358272,123360091,279841,SDM,NA
aulotrachichthys pulsator,aulotrachichthys pulsator,123358286,123360096,313820,No SDM,NA
gephyroberyx japonicus,gephyroberyx japonicus,123358301,123360101,272222,SDM,NA
hoplostethus abramovi,hoplostethus abramovi,123358392,123360106,217889,No SDM,NA
hoplostethus confinis,hoplostethus confinis,123358403,123360111,272224,No SDM,NA
hoplostethus crassispinus,hoplostethus crassispinus,123358410,123360116,272225,SDM,NA
hoplostethus druzhinini,hoplostethus druzhinini,123358425,123360121,272226,No SDM,NA
hoplostethus fedorovi,hoplostethus fedorovi,123358434,123360126,272227,No SDM,NA
hoplostethus fragilis,hoplostethus fragilis,123358439,123360131,272228,No SDM,NA
hoplostethus gigas,hoplostethus gigas,123358453,123360136,272229,SDM,NA
hoplostethus grandperrini,hoplostethus grandperrini,123358461,123360141,834915,No SDM,NA
hoplostethus japonicus,hoplostethus japonicus,123358676,123360146,272231,SDM,NA
hoplostethus latus,hoplostethus latus,123358759,123360151,272232,SDM,NA
hoplostethus melanopterus,hoplostethus melanopterus,123359079,123360161,217894,SDM,NA
hoplostethus mento,hoplostethus mento,123359108,123360166,272234,SDM,NA
hoplostethus mikhailini,hoplostethus mikhailini,123359164,123360171,217890,No SDM,NA
hoplostethus ravurictus,hoplostethus ravurictus,123359249,123360181,474955,SDM,NA
hoplostethus rifti,hoplostethus rifti,123359277,123360186,217892,No SDM,NA
hoplostethus rubellopterus,hoplostethus rubellopterus,123359280,123360191,272237,No SDM,NA
hoplostethus shubnikovi,hoplostethus shubnikovi,123359305,123360196,272238,No SDM,NA
hoplostethus tenebricus,hoplostethus tenebricus,123359368,123360201,217891,No SDM,NA
optivus agastos,optivus agastos,123359431,123360206,388762,SDM,NA
optivus agrammus,optivus agrammus,123359446,123360211,388763,SDM,NA
optivus elongatus,optivus elongatus,123359459,123360216,281927,SDM,NA
paratrachichthys macleayi,paratrachichthys macleayi,123359513,123360221,315189,SDM,NA
paratrachichthys trailli,paratrachichthys trailli,123359692,123360231,282122,SDM,NA
parinoberyx horridus,parinoberyx horridus,123359782,123360236,282148,No SDM,NA
sorosichthys ananassa,sorosichthys ananassa,123359924,123360241,282833,SDM,NA
trachichthys australis,trachichthys australis,123359970,123360246,283027,SDM,NA
ataxolepis henactis,ataxolepis henactis,123360411,123361103,272245,No SDM,NA
cetichthys parini,cetichthys parini,123360429,123361108,277899,No SDM,NA
cetomimus craneae,cetomimus craneae,123360476,123361113,272241,No SDM,NA
cetomimus picklei,cetomimus picklei,123360481,123361118,221397,No SDM,NA
eutaeniophorus festivus,eutaeniophorus festivus,123360553,123361123,126409,No SDM,NA
gyrinomimus andriashevi,gyrinomimus andriashevi,123360771,123361128,234811,No SDM,NA
gyrinomimus bruuni,gyrinomimus bruuni,123360857,123361133,221399,SDM,NA
gyrinomimus grahami,gyrinomimus grahami,123360888,123361138,221398,SDM,NA
notocetichthys trunovi,notocetichthys trunovi,123360939,123361143,234616,No SDM,NA
parataeniophorus brevis,parataeniophorus brevis,123361038,123361148,272247,No SDM,NA
vitiaziella cubiceps,vitiaziella cubiceps,123361068,123361153,283158,No SDM,NA
lampris immaculatus,lampris immaculatus,123373847,123376503,234664,SDM,NA
lophotus machadoi,lophotus machadoi,123374976,123376513,1495441,No SDM,NA
agrostichthys parkeri,agrostichthys parkeri,123375793,123376518,279523,SDM,NA
desmodema lorum,desmodema lorum,123375825,123376523,275872,SDM,NA
trachipterus altivelis,trachipterus altivelis,123375849,123376528,272531,SDM,NA
trachipterus fukuzakii,trachipterus fukuzakii,123376181,123376538,272532,SDM,NA
trachipterus ishikawae,trachipterus ishikawae,123376199,123376543,272533,SDM,NA
trachipterus jacksonensis,trachipterus jacksonensis,123376283,123376548,272534,SDM,NA
metavelifer multiradiatus,metavelifer multiradiatus,123376425,123376553,217885,SDM,NA
velifer hypselopterus,velifer hypselopterus,123376458,123376558,217887,SDM,NA
prototroctes maraena,prototroctes maraena,18383,123378802,282385,No SDM,NA
awaous ocellaris,awaous ocellaris,202833,123381729,277425,SDM,NA
potamalosa richmondia,potamalosa richmondia,98821820,123381878,282325,No SDM,NA
mordacia mordax,mordacia mordax,122898736,123382016,281595,No SDM,NA
