sciname,aphia_id
Scytalichthys miurus,282734
Siganus trispilos,273924
Squaliolus laticaudus,105921
Sufflogobius bibarbatus,219573
Duringlanis altae,1605379
Tocantinsia piresi,1016926
Triglachromis otostigma,1026758
Urobatis maculatus,283087
Choerodon typus,1804087
Polybius vernalis,1750288
Neotrypaea biffari,465342
Petrarctus rugosus,246458
Macrobrachium jaroense,587294
Metapenaeopsis philippii,220272
Albunea lucasia,467803
Odontodactylus scyllarus,220297
Grimothea planipes,1607504
Opisthoteuthis depressa,NA
Euaxoctopus pillsburyae,342310
Chama buddiana,504773
Spondylus limbatus,207886
Rangia cuneata,156991
Tridacna crocea,207673
Polititapes aureus,246150
Megathura crenulata,527885
Muricanthus nigritus,406197
Neodilatilabrum marginatum,NA
Oliva vidua,448164
Oliva reticularis,420126
Mesoplodon bowdoini,231430
Millepora platyphylla,210730
Pyropia leucosticta,626059
Ulva lactuca,145984
Lycodapus pachysoma,234603
Centroberyx lineatus,217895
Acanthurus gahhm,219636
Pogonophryne ventrimaculata,234793
Sympterygia bonapartii,282917
Schedophilus medusophagus,126833
Bathymicrops regis,126341
Ophidion lozanoi,272829
Bembrops greyi,NA
Syacium guineense,1577361
Gobiodon reticulatus,219480
Sargocentron rubrum,126400
Dichistius multifasciatus,221425
Mystus rhegma,1015270
Hypsibarbus pierrei,1020029
Spongionella pulchella,132335
Cephalopholis formosa,218190
Elops smithi,474894
Eucinostomus gula,159733
Mullus auratus,159418
Pisa armata,107353
Onkoisis solitaria,1595364
Abalistes filamentosus,276793
Paralonchurus rathbuni,282068
Eunice aphroditois,130053
Caulolatilus cyanops,159402
Procambarus atkinsoni,885385
Dipturus laevis,158548
Pangasianodon hypophthalmus,1015096
Campogramma glaycos,126801
Genypterus maculatus,278705
Penaeus indicus,NA
Doryteuthis pealeii,574541
Amblyraja georgiana,234607
Cololabis saira,280366
Lutjanus russellii,218473
Scomber australasicus,219715
Penaeus paulensis,NA
Illex argentinus,342064
Plectorhinchus playfairi,218554
Keratoisis grayi,125376
Staurocucumis liouvillei,325442
Sepia cultrata,NA
Alligator sinensis,1670890
Achiroides melanorhynchus,279489
Alestes baremoze,581694
Anchoa filifera,275518
Ostorhinchus semilineatus,1022235
Aseraggodes kaianus,279724
Bagre pinnimaculatus,275589
Bathylutichthys taranetzi,279874
Bodianus eclancheri,273528
Mastacembelus aviceps,1012762
Carangichthys oblongus,NA
Cephalopholis cyanostigma,279147
Cheiloprion labiatus,280136
Mayaheros beani,1467672
Congothrissa gossei,1011262
Croilia mossambica,219424
Cynoscion arenarius,276077
Decodon grandisquamis,218969
Dolichallabes microphthalmus,1014663
Enneacanthus chaetodon,1419252
Ethadophis byrnei,280721
Fodiator acutus,280791
Gilchristella aestuaria,277204
Channallabes alvarezi,1013173
Halimuraena hexagonata,218317
Heraldia nocturna,281046
Hoplomyzon atrizona,1383256
Ictalurus ochoterenai,1525044
Phalacronotus apogon,1021559
Larabicus quadrilineatus,NA
Lestradea perspicax,1014582
Lotilia graciliosa,281406
Malacoglanis gelatinosus,934289
Laemonema verecundum,272479
Mustelus lunulatus,271389
Nealotus tripes,126864
Nerophis maculatus,127384
Odontognathus mucronatus,281833
Oreochromis squamipinnis,1420555
Parachaeturichthys polynema,219534
Trachelyopterus albicrux,1018917
Pereulixia kosiensis,219327
Pimelodus maculatus,1021320
Polyamblyodon germanus,NA
Procypris mera,1015655
Pseudopungtungia nigra,1015268
Rabaulichthys altipinnis,278029
Relictus solitarius,1383636
Rhombosolea plebeia,282601
Scaphognathops bandanensis,1013128
Scytalina cerdale,254370
Siganus unimaculatus,273925
Squalogadus modificatus,221514
Centropyge venusta,312651
Taunayia bifasciata,1017043
Tomeurus gracilis,934303
Triglops forficatus,254530
Urolophus mitosis,283104
Xiphophorus alvarezi,1013802
Macropipus tuberculatus,107397
Neotrypaea californiensis,465347
Thenus orientalis,210362
Macrobrachium jelskii,587297
Metapenaeopsis rosea,377520
Acetes indicus,210647
Odontodactylus cultrifer,408963
Antillimunida hispida,1605699
Psychroteuthis glacialis,325312
Macrotritopus defilippi,534126
Batissa violacea,574116
Spondylus crassisquama,506959
Crassula aequilatera,505655
Tridacna maxima,207675
Polititapes rhomboides,745846
Fissurella virescens,575126
Muricanthus radix,406198
Canarium mutabile,NA
Nebularia eremitarum,1063206
Oliva sayana,208387
Indopacetus pacificus,231418
Rhopilema asamushi,292502
Porphyra linearis,144431
Ulva reticulata,211466
Melanostigma gelatinosum,221433
Neocyttus rhomboidalis,217959
Acanthurus sohal,219649
Lutjanus peru,276546
Sympterygia acuta,282916
Aluterus schoepfii,159490
Bathytyphlops sewelli,126346
Lamprogrammus exutus,272802
Bembrops heterurus,276578
Cephalopsetta ventrocellata,403248
Gobiodon rivulatus,219478
Rogadius pristiger,218146
Ophichthus zophochir,271991
Mystus singaringan,1026297
Hypsibarbus wetmorei,1026559
Esperiopsis villosa,133272
Dermatolepis inermis,276920
Brycon sinuensis,1524947
Eugerres plumieri,280743
Eucinostomus lefroyi,NA
Thia scutellata,107281
Callogorgia verticillata,125405
Abudefduf bengalensis,212885
Stellifer illecebrosus,276159
Ophelia bicornis,130490
Caulolatilus dooleyi,276213
Samastacus spinifrons,885705
Bathyraja eatonii,234813
Clarias batrachus,280201
Mene maculata,218450
Brotula barbata,159067
Penaeus penicillatus,NA
Loligo reynaudii,220316
Leucoraja ocellata,158553
Hyporhamphus sajori,272196
Ocyurus chrysurus,159803
Acanthocybium solandri,127014
Metapenaeus monoceros,107107
Todarodes sagittatus,140624
Plectorhinchus vittatus,218545
Pennatula phosphorea,128517
Pseudocnus laevigatus,NA
Sepia bartletti,NA
Caiman latirostris,1478602
Lamnostoma kampeni,1525803
Alestes dentex,826492
Anchoa ischana,275520
Apogonichthys perdix,209383
Aseraggodes kobensis,279726
Bagrichthys hypselopterus,1021732
Bathylychnops exilis,126730
Bodianus rufus,273541
Caecula pterygera,280010
Ferdauia orthogrammus,1605280
Cephalopholis fulva,279148
Cheilotrema saturnum,280137
Cichlasoma bimaculatum,1021606
Congresox talabon,277095
Cromeria nilotica,1018898
Cynoscion jamaicensis,276079
Dellichthys morelandi,280497
Dolichopteroides binocularis,712448
Enneanectes altivelis,280677
Etheostoma blennioides,954589
Foerschichthys flavipinnis,1015746
Gillellus arenicola,280841
Gymnammodytes capensis,219348
Halimuraenoides isostigma,218320
Herklotsichthys dispilonotus,272263
Hoplopagrus guentherii,281087
Ictalurus pricei,1259209
Kryptopterus bicirrhis,1022390
Larimus acclivis,276127
Lestrolepis intermedia,158873
Lovettia sealii,281407
Malacoraja spinacidermis,105878
Microlepidotus inornatus,281560
Mustelus manazo,214561
Neamia octospina,209404
Nerophis ophidion,127385
Odontomacrurus murrayi,126476
Oreochromis tanganicae,279204
Parachanna africana,1020092
Notoglanidium akiri,1011719
Periophthalmodon freycineti,278673
Pimelodus ornatus,1017271
Polycentropsis abbreviata,1018891
Proeutropiichthys taakree,1026691
Pseudorasbora parva,465541
Racenisia fimbriipinna,1010940
Remora brachyptera,126851
Rhombosolea tapirina,282603
Scartelaos histophorus,282671
Searsia koefoedi,126749
Siganus uspi,273926
Squalus blainville,105924
Sundasalanx malleti,1010644
Taurocottus bergii,282937
Tomicodon bidens,282986
Triglops jordani,274398
Urolophus orarius,283106
Xiphophorus montezumae,1019001
Portumnus latipes,107400
Neotrypaea gigas,465349
Phyllamphion gundlachi,1611044
Macrobrachium lamarrei,587312
Metapenaeopsis stridulans,220277
Acetes intermedius,377410
Lysiosquilla panamica,409036
Babamunida obesa,1605926
Sepia australis,NA
Enteroctopus dofleini,342305
Polymesoda aequilatera,992025
Psammotreta grandis,606752
Spisula solida,140301
Barymactra rostrata,505654
Globivenus isocardia,507671
Stromboli beebei,575135
Hexaplex brassica,596153
Latissistrombus sinuatus,1590972
Mitra mitra,590537
Cymatium femorale,225025
Mesoplodon stejnegeri,254991
Nemopilema nomurai,290453
Pterocladiella capillacea,145599
Caulerpa prolifera,144471
Nansenia antarctica,234651
Helicolenus percoides,274770
Ctenochaetus striatus,219659
Pogonophryne immaculata,234814
Psammobatis bergi,282387
Balistes punctatus,127396
Bathypterois grallator,126343
Monomitopus metriostoma,126674
Trachinus armatus,274003
Sphoeroides spengleri,158935
Gobiopsis canalis,277786
Rhinecanthus assasi,219887
Spicara nigricauda,273309
Grapsus adscensionis,241198
Actinopyga agassizii,241768
Hamacantha carteri,NA
Mesopristes elongatus,218348
Mylossoma albiscopum,1428139
Buccochromis nototaenia,1018882
Howella sherborni,126995
Lepidochitona liozonis,848100
Stomphia coccinea,100854
Acanthocepola krusensternii,278763
Gymnocranius elongatus,218578
Golfingia elongata,NA
Bathynomus giganteus,259252
Virilastacus araucanius,885710
Bathyraja spinicauda,105868
Clarias fuscus,1022031
Arripis georgiana,1577326
Hypoptychus dybowskii,281124
Penaeus subtilis,NA
Ommastrephes bartramii,181382
Bathyraja maccaini,234675
Hemiramphus brasiliensis,159279
Nemipterus virgatus,278133
Scomberomorus commerson,127024
Holthuispenaeopsis atlantica,584968
Todarodes pacificus,342067
Parupeneus heptacantha,1841078
Ptilella grandis,1379630
Heterocucumis godeffroyi,529510
Ophidion holbrookii,272824
Hydrophis schistosus,1377440
Achiropsetta tricholepis,234676
Brycinus lateralis,1015393
Anchoa januaria,275521
Verilus anomalus,1469679
Synclidopus macleayanus,712918
Bagrichthys macropterus,1021618
Bathymaster caeruleofasciatus,279415
Boehlkea fredcochui,1013421
Coelorinchus acanthiger,280242
Euprepocaranx dorsalis,NA
Cephalopholis hemistiktos,218188
Cheimarrichthys fosteri,NA
Herichthys cyanoguttatus,1011453
Congresox talabonoides,220036
Chromileptes altivelis,401295
Cynoscion leiarchus,276080
Megalodoras guayoensis,1524514
Dolichosudis fuliginosa,280575
Enneapterygius abeli,219179
Etheostoma caeruleum,1022036
Synchiropus calauropomus,NA
Gillichthys mirabilis,280851
Gymnapistes marmoratus,280952
Haliophis aethiopus,278482
Herklotsichthys gotoi,272264
Hoplosebastes armatus,281088
Idiacanthus fasciola,127354
Phalacronotus bleekeri,1020870
Larimus argenteus,276128
Lesueurigobius friesii,126904
Loweina interrupta,126624
Malacosteus niger,127358
Microlophichthys microlophus,126568
Mustelus mento,271390
Neatypus obliquus,281638
Nes longus,281732
Odontopyxis trispinosa,281836
Oreochromis upembae,1012193
Paracheilinus angulatus,278279
Parauchenoglanis monkei,1019352
Periophthalmus argentilineatus,209268
Pimelodus pictus,1020278
Polydactylus approximans,276587
Tlaloc hildebrandi,1524997
Pseudorhombus arsius,220051
Raconda russeliana,282538
Remora remora,126853
Rhyacichthys aspro,282604
Scartella cristata,126782
Sebastapistes ballieui,274757
Siganus vermiculatus,273927
Squalus cubensis,158524
Speonectes tiomanensis,1011471
Teixeirichthys jordani,212792
Tominanga aurea,283005
Triglops murrayi,127205
Urolophus paucimaculatus,283108
Xyelacyba myersi,158779
Eriphia verrucosa,107409
Neotrypaea japonica,1398867
Phyllamphion elegans,1611043
Macrobrachium lanceifrons,587319
Metapenaeopsis toloensis,220276
Acetes serrulatus,377411
Lysiosquilla hoevenii,136120
Barbicambarus cornutus,885116
Sepia braggi,NA
Octopus globosus,NA
Polymesoda caroliniana,420926
Macoma nasuta,582761
Tresus capax,367776
Mactrellona alata,505717
Globivenus rigida,420937
Haliotis corrugata,445308
Phyllonotus erythrostomus,817445
Ministrombus variabilis,1464390
Mitra stictica,590546
Macrostrombus costatus,1429775
Orcaella brevirostris,148732
Stomolophus meleagris,291140
Rissoella verruculosa,145669
Chaetomorpha aerea,145020
Paraliparis tetrapteryx,234815
Pseudogoniistius nigripes,1526164
Zebrasoma velifer,712902
Artedidraco shackletoni,234817
Piaractus mesopotamicus x Colossoma macropomum,NA
Notocrangon antarcticus,369204
Bathypterois quadrifilis,158862
Cataetyx bruuni,272761
Trachinus collignoni,274004
Takifugu xanthopterus,278432
Gobiopsis macrostomus,NA
Verulux cypselurus,1043456
Cestraeus goldiei,280088
Hemibagrus microphthalmus,281016
Mulloidichthys pfluegeri,218650
Mycale lingua,NA
Lutjanus guilcheri,218493
Salminus affinis,1020017
Dimidiochromis kiwinge,1016298
Chaetodon sedentarius,234107
Littorina saxatilis,140264
Stenisis humilis,291116
Acanthurus auranticavus,219633
Upeneichthys vlamingii,283083
Distichodus rostratus,1020653
Stellifer chrysoleuca,276153
Fredius fittkaui,443609
Pteroplatytrygon violacea,158540
Clarias macrocephalus,280202
Emmelichthys nitidus,218465
Siganus rivulatus,127045
Metapenaeus brevicornis,210396
Illex illecebrosus,153087
Bathyraja murrayi,234763
Cheilopogon agoo,272149
Isacia conceptionis,281184
Scomberomorus guttatus,219716
Xiphopenaeus riveti,585446
Nototodarus sloanii,342378
Lethenteron camtschaticum,101173
Pennatula aculeata,128515
Cucumaria kerguelensis,NA
Lepophidium negropinna,275623
Melanosuchus niger,1603217
Achirus achirus,279490
Alestopetersius brichardi,1013349
Anchoa lamprotaenia,275522
Apolemichthys guezei,211788
Askoldia variegata,279746
Bagroides melapterus,1021707
Bathymicrops brevianalis,272067
Boesemania microlepis,279922
Coelorinchus aconcagua,280244
Craterognathus plagiotaenia,1751406
Cephalopholis microprion,279150
Cheirocerus abuelo,1525083
Australoheros facetus,1020668
Congriscus megastoma,280374
Tariqilabeo latius,1605291
Cynoscion microlepidotus,276081
Deltentosteus quadrimaculatus,126880
Dolloidraco longedorsalis,234696
Enophrys bison,275355
Etheostoma flabellare,1022848
Forbesichthys agassizii,1019935
Gilloblennius abditus,280853
Gymnapogon africanus,209302
Halobatrachus didactylus,126374
Herklotsichthys lossei,212266
Hoplostethus mediterraneus,126404
Idiastion kyphos,281154
Kryptopterus cryptopterus,1026978
Larimus breviceps,276129
Letharchus velifer,158633
Loxodon macrorhinus,217355
Malakichthys wakiyae,281514
Micrometrus aurora,281561
Mustelus mosis,214558
Nebris microps,281639
Nesiarchus nasutus,126865
Odontoscion xanthops,281839
Oreochromis variabilis,1018485
Paracheirodon axelrodi,1014021
Notoglanidium macrostoma,1017647
Perissias taeniopterus,282219
Pimelodus platicirris,1016134
Leptomelanosoma indicum,281323
Prognathodes dichrous,273373
Pseudorhombus elevatus,220052
Racovitzia glacialis,234799
Remora albescens,302877
Rhycherus filamentosus,282605
Scartichthys gigas,282674
Sebastes aleutianus,274771
Siganus virgatus,273928
Squalus japonicus,271661
Suruga fundicola,282912
Teleogramma brichardi,1013847
Tomiyamichthys oni,283008
Triglops nybelini,127206
Urolophus sufflavus,283110
Xyliphius barbatus,1013552
Callinectes similis,158055
Kraussillichirus kraussi,1398872
Palibythus magnificus,382886
Macrobrachium lanchesteri,587322
Metapenaeopsis andamanensis,377476
Acetes sibogae,210650
Lysiosquilla scabricauda,409037
Cambarellus blacki,NA
Sepia brevimana,342120
Octopus hummelincki,341984
Polymesoda erosa,NA
Rexithaerus secta,NA
Tresus keenae,505781
Mactrotoma californica,505724
Venus verrucosa,141936
Haliotis cracherodii,405012
Phyllonotus regius,1514879
Terebralia sulcata,216724
Vexillum rugosum,596875
Aliger gallus,419692
Pseudorca crassidens,137104
Rhopilema hispidum,220494
Solieria chordalis,145681
Dictyopteris undulata,372001
Pogonophryne barsukovi,234826
Larus novaehollandiae,343915
Neoniphon sammara,159393
Careproctus pseudoprofundicola,234746
Haematococcus pluvialis,NA
Aplodactylus punctatus,279659
Bathysaurus mollis,126370
Dinematichthys iluocoeteoides,209277
Trachinus lineolatus,274006
Takifugu flavidus,278418
Gomphosus caeruleus,218976
Ptereleotris microlepis,219616
Cestraeus plicatilis,280090
Hampala salweenensis,1008630
Tachysurus ussuriensis,1804103
Quasillina brevis,134215
Haemulon boschmae,275723
Cynopotamus atratoensis,1018291
Diplotaxodon argenteus,1015287
Microspathodon chrysurus,281571
Littorina fabalis,140261
Epizoanthus papillosus,101037
Acanthurus pyroferus,219648
Mulloidichthys dentatus,277990
Phoenicopterus ruber,212708
Etrumeus acuminatus,308314
Fredius platyacanthus,443611
Hydrolagus colliei,271406
Clarias anguillaris,581700
Lutjanus purpureus,276547
Siganus guttatus,273913
Metapenaeus macleayi,377541
Dosidicus gigas,342291
Hemitrygon akajei,1042845
Hirundichthys affinis,159265
Plectorhinchus macrolepis,273490
Scomberomorus maculatus,159342
Trachysalambria curvirostris,107113
Octopus vulgaris,140605
Diplodus prayensis,273973
Balticina finmarchica,584787
Pseudostichopus peripatus,529641
Genypterus tigerinus,278706
Hydrophis stokesii,1377417
Achirus lineatus,279493
Alfaro cultratus,1017616
Anchoa lyolepis,275524
Apomatoceros alleni,1016670
Kopua minima,1804070
Bagropsis reinhardti,1020368
Bathymyrus smithi,217544
Bolbometopon muricatum,219074
Coelorinchus anatirostris,280247
Carangoides praeustus,276244
Cephalopholis miniata,218184
Cheirodon pisciculus,1018740
Amphilophus istlanus,NA
Congrogadus amplimaculatus,280375
Crossorhombus azureus,278305
Cynoscion nothus,159305
Deltistes luxatus,1020084
Dolopichthys danae,126563
Enoplosus armatus,280685
Etheostoma pottsii,1419879
Forcipiger flavissimus,218760
Pseudoginglymostoma brevicaudatum,220031
Gymnarchus niloticus,1022677
Halophryne diemensis,280985
Kyphosus azureus,1019728
Haplochromis retrodens,1026859
Idiolophorhynchus andriashevi,281156
Kryptopterus macrocephalus,1419649
Larimus effulgens,276130
Japonolycodes magellanicus,1803736
Lubricogobius exiguus,277935
Malapterurus electricus,1023004
Micromyzon akamai,1007075
Mustelus norrisi,271392
Nebris occidentalis,281640
Nessorhamphus ingolfianus,126292
Serrapinnus gracilis,1013797
Oreoglanis delacouri,1525354
Paracheirodon innesi,1525327
Paravandellia oxyptera,1015361
Perissodus eccentricus,1012776
Pimephales promelas,567543
Polydactylus opercularis,367295
Prognichthys brevipinnis,217873
Pseudorhombus javanicus,277079
Radiicephalus elongatus,126524
Callionymus calcaratus,NA
Rhynchactis leptonema,282607
Scarus coeruleus,159300
Sebastes borealis,274777
Siganus vulpinus,273929
Squalus melanurus,271662
Sutorectus tentaculatus,282913
Telmatherina abendanoni,1017372
Tondanichthys kottelati,719669
Triglops scepticus,254531
Trygonoptera testacea,283063
Xyrauchen texanus,1021240
Callinectes rathbunae,422039
Neotrypaea petalura,1398900
Thalassina anomala,477807
Macrobrachium lar,220135
Metapenaeopsis barbata,241291
Lucensosergia lucens,1056503
Lysiosquilla maculata,211183
Cambarus bartonii,885721
Sepia elobyana,342129
Octopus joubini,341985
Polymesoda expansa,NA
Eurytellina laceridens,878261
Tresus nuttallii,505780
Mactrotoma velata,505727
Isognomon janus,507054
Haliotis fulgens,445325
Plicopurpura columellaris,396989
Pirenella cingulata,870525
Vexillum vulpecula,591540
Strombus pugilis,419695
Feresa attenuata,137095
Pocillopora damicornis,206953
Sphaerococcus coronopifolius,145908
Dictyota dichotoma,145367
Pogonophryne scotti,234837
Pachyptila turtur,212648
Sargocentron diadema,217947
Careproctus vladibeckeri,274482
Hyriopsis cumingii,NA
Pinguipes chilensis,279407
Saurida brasiliensis,158756
Diretmoides pauciradiatus,126397
Trachinus pellegrini,274007
Canthigaster valentini,219947
Grammoplites scaber,278548
Pteragogus flagellifer,219052
Hoplostethus melanopus,217893
Brama dussumieri,221416
Schizothorax taliensis,NA
Polymastia hemisphaerica,134200
Bairdiella chrysoura,159303
Cynopotamus magdalenae,1423466
Diplotaxodon ecclesi,1009389
Azurina multilineata,1623786
Littorina obtusata,140263
Metridium dianthus,158251
Acanthurus xanthopterus,219634
Gerres simillimus,713356
Pandion haliaetus,159377
Acanthurus dussumieri,219641
Fredius stenolobus,443613
Acipenser ruthenus,233941
Heterobranchus bidorsalis,1021064
Lutjanus synagris,159800
Leionura atun,NA
Metapenaeus endeavouri,241292
Todarodes angolensis,225569
Chimaera monstrosa,105824
Muraenolepis marmorata,313346
Plectorhinchus mediterraneus,126946
Scomberomorus sierra,273821
Aristaeopsis edwardsiana,240796
Eumetopias jubatus,254999
Diplodus bellottii,127050
Funiculina quadrangularis,128506
Molpadia musculus,124801
Brotula multibarbata,217797
Paleosuchus trigonatus,1670897
Achirus mazatlanus,279494
Allenichthys glauerti,279553
Anchoa marinii,275525
Apopterygion alta,279668
Aspasmichthys ciconiae,279748
Bagrus bajad,1023023
Bathyonus laticeps,126666
Boleophthalmus birdsongi,279923
Coelorinchus argentatus,280250
Platycaranx talamparoides,1803656
Cephalopholis nigri,279151
Chela cachius,280139
Amatitlania nigrofasciata,991202
Congrosoma evermanni,280381
Crossosalarias macrospilus,280437
Cynoscion othonopterus,276084
Delturus angulicauda,1422348
Doraops zuloagai,1014519
Entelurus aequoreus,127379
Etmopterus bigelowi,215605
Matanui bathytaton,475057
Ginsburgellus novemlineatus,280855
Gymneleotris seminuda,280953
Halosauropsis macrochir,126639
Heros efasciatus,1017024
Hoplunnis diomediana,275443
Idiolychnus urolampus,217702
Kuhlia sandvicensis,278250
Larimus pacificus,276131
Lethops connectens,240723
Lucania goodei,422558
Malapterurus microstoma,1013242
Micronemacheilus cruciatus,NA
Mustelus palumbes,214560
Nebrius ferrugineus,220030
Nettastoma solitarium,271912
Odontostomias masticopogon,281840
Pseudophoxinus handlirschi,1015641
Parachela cyanea,1010859
Parawaous megacephalus,1018535
Peristedion cataphractum,127233
Pingalla lorentzi,991297
Polydactylus plebeius,NA
Prolabeo batesi,1015702
Pseudorhombus oligodon,277087
Radulinus vinculus,282544
Retroculus lapidifer,1019374
Rhynchobatus australiae,278217
Scarus forsteni,276046
Sebastes caurinus,274780
Sigmistes caulias,282788
Squalus mitsukurii,217371
Svetovidovia lucullus,126500
Telmatochromis bifrenatus,1015142
Tongaichthys robustus,283009
Myoxocephalus quadricornis,254529
Urolophus viridis,283111
Xyrias revulsus,217598
Palinustus truncatus,382889
Lepidophthalmus turneranus,477719
Thaumastocheles japonicus,382870
Macrobrachium latidactylus,587340
Metapenaeopsis commensalis,377481
Sicyonia burkenroadi,377625
Harpiosquilla harpax,221013
Distocambarus carlsoni,NA
Sepia esculenta,NA
Amphioctopus membranaceus,535830
Polymesoda triangula,992026
Eurytellina simulans,594099
Mactra achatina,216451
Rangia mendica,505755
Pholas chiloensis,507031
Haliotis sorenseni,445362
Calotrophon turritus,406358
Cerithidea quoyii,758738
Conus litteratus,215522
Turbinella pyrum,208609
Hydrurga leptonyx,231417
Gardineroseris planulata,207274
Ptilonia magellanica,325562
Eisenia arborea,371990
Arctozenus risso,126352
Pterodroma cervicalis,225957
Bodianus axillaris,218933
Lobotes pacifica,273633
Cristaria plicata,1026038
Antillogorgia elisabethae,708862
Bolinichthys photothorax,158886
Myripristis kuntee,217915
Uranoscopus albesca,274029
Arothron immaculatus,219931
Gunnellichthys viridescens,219609
Pseudovespicula dracaena,282484
Lepidotrigla bispinosa,218126
Helicolenus mouchezi,274769
Mulinia edulis,505741
Tentorium semisuberites,134224
Atrobucca marleyi,218636
Chalceus macrolepidotus,1014592
Diplotaxodon limnothrissa,1010906
Halichoeres cyanocephalus,275760
Lacuna crassior,140167
Stylopathes americana,291150
Bathyraja tunae,398285
Gerres subfasciatus,276969
Numenius tenuirostris,366864
Acanthurus grammoptilus,272961
Sylviocarcinus pictus,443910
Acipenser stellatus,126278
Sorubim lima,1016883
Orthopristis chrysoptera,158810
Thyrsites lepidopodea,1494219
Metapenaeus joyneri,377538
Martialia hyadesi,325305
Hydrolagus novaezealandiae,271415
Salilota australis,282654
Pomadasys incisus,126947
Scomberomorus queenslandicus,273818
Aristeus antennatus,107083
Callorhinus ursinus,254997
Pagrus major,273976
Radicipes gracilis,125357
Paradota marionensis,529023
Lyconus pinnatus,279334
Crocodylus acutus,422566
Brachirus niger,712917
Alloblennius parvus,219230
Anchoa nasus,275528
Aporops bilinearis,218170
Aspericorvina jubata,279753
Bagrus docmak,1026979
Bathyphylax bombifrons,219867
Bolinichthys distofax,272649
Coelorinchus argus,280251
Caranx bucculentus,273270
Cephalopholis sexmaculata,218189
Laubuka laubuca,1011905
Rocio octofasciata,956728
Conidens laticephalus,280382
Formosania lacustris,1026435
Cynoscion parvipinnis,276085
Denariusa bandata,NA
Trachydoras brevis,1021671
Entomacrodus cadenati,277240
Etmopterus brachyurus,215606
Fossorochromis rostratus,1016786
Girardinichthys multiradiatus,1016200
Gymnelopsis brashnikovi,280954
Halosaurus ovenii,126641
Herotilapia multispinosa,1020830
Horabagrus brachysoma,281089
Iguanodectes spilurus,1020498
Kuiterichthys furcipilis,281235
Guyanancistrus brevispinis,1012180
Eumicrotremus awae,1526183
Lucayablennius zingaro,281410
Malpulutta kretseri,1015053
Coelonotus argulus,317230
Mustelus punctulatus,105823
Nectoliparis pelagicus,281641
Nettenchelys gephyra,281738
Odontostomops normalops,126340
Oreonectes anophthalmus,1011783
Aseraggodes xenicus,398698
Paraxenisthmus springeri,282136
Peristedion liorhynchus,274642
Pinguipes brasilianus,236485
Polydactylus sexfilis,NA
Prolabeops melanhypopterus,1026325
Pseudorhombus pentophthalmus,277088
Raiamas ansorgii,1017855
Retropinna retropinna,282568
Rhynchobatus djiddensis,217378
Scarus iseri,276052
Sebastes constellatus,274783
Signigobius biocellatus,282790
Squatina aculeata,105926
Syacium gunteri,275839
Trematocara macrostoma,1014128
Tor khudree,1026321
Trigonolampa miriceps,127377
Urolophus westraliensis,283112
Xyrichtys novacula,126971
Palinustus mossambicus,210353
Gilvossius tyrrhenus,1398927
Thaumastocheles zaleucus,382871
Macrobrachium latimanus,587344
Metapenaeopsis crassissima,377484
Sicyonia carinata,107114
Harpiosquilla raphidea,409258
Creaserinus byersi,885249
Sepia kobiensis,NA
Sepia aureomaculata,342113
Villorita cyprinoides,987300
Chione californiensis,507499
Mactra violacea,505686
Lutraria complanata,505664
Atrina maura,507064
Muricanthus ambiguus,NA
Cymia tectum,396638
Turritella terebra,215163
Conus quercinus,215439
Mauritia histrio,216870
Cephalorhynchus commersonii,254976
Leptoseris papyracea,207278
Ballia callitricha,214079
Petalonia fascia,145863
Lycenchelys bellingshauseni,234776
Pterodroma leucoptera,225774
Choerodon robustus,218950
Pogonophryne cerebropogon,234832
Andrias davidianus,1398063
Lampetra aepyptera,1026288
Bolinichthys supralateralis,126583
Melamphaes leprus,274931
Uranoscopus cadenati,274032
Cyclichthys orbicularis,219968
Gymnothorax kidako,271843
Synodus macrops,217666
Lepidotrigla faurei,218123
Bodianus scrofa,126958
Clarias nigromarmoratus,1013367
Anthothela grandiflora,125414
Upeneus taeniopterus,218685
Metynnis lippincottianus,1026793
Cichla monoculus,1014783
Symphodus tinca,273575
Lacuna parva,140169
Virgularia mirabilis,128539
Irolita westraliensis,398304
Diapterus brevirostris,398538
Halcyon smyrnensis,1443780
Acanthurus guttatus,219650
Valdivia serrata,443915
Huso huso,NA
Pseudoplatystoma fasciatum,874261
Parapristipoma octolineatum,126945
Ruvettus pretiosus,126867
Metapenaeus dobsoni,210394
Callistoctopus macropus,NA
Callorhinchus capensis,221460
Bregmaceros mcclellandi,217740
Brachydeuterus auritus,126943
Scomberomorus niphonius,273817
Pandalus borealis,107649
Arctocephalus pusillus,231410
Acanthina monodon,377982
Primnoa resedaeformis,125411
Ctenocidaris (Eurocidaris) nutrix,513636
Sepioloidea lineolata,342394
Mecistops cataphractus,1478600
Achoerodus gouldii,279497
Alloclinus holderi,279560
Anchoa panamensis,275529
Aprion virescens,212546
Aspidontus dussumieri,219243
Bagrus meridionalis,1019366
Bathyprion danae,126689
Bollmannia boqueronensis,279927
Coelorinchus aspercephalus,280252
Caranx caballus,273271
Cephalopholis sonnerati,218183
Chelaethiops bibie,1022597
Ciliata mustela,126448
Cirrhilabrus apterygia,1548323
Crossostomus fasciatus,280441
Cynoscion phoxocephalus,276086
Dendrochirus barberi,NA
Doratonotus megalepis,280576
Entomocorus benjamini,1017063
Etmopterus bullisi,158521
Fowleria aurita,209401
