sciname,aphia_id
Girardinus creolus,1383109
Gymnelus hemifasciatus,254583
Hampala dispar,1015493
Herpetoichthys fossatus,281051
Horadandia atukorali,281090
Iheringichthys labrosus,1020411
Kumba calvifrons,275373
Lates angustifrons,1018405
Lethrinops albus,1016694
Lucifuga dentata,1021352
Malthopsis annulifera,277540
Microphotolepis schmidti,281564
Mustelus whitneyi,271395
Nedystoma dayi,1019816
Genidens barbus,280825
Odonus niger,219883
Oreosoma atlanticum,217961
Paracirrhites arcatus,218866
Parazacco spilurus,282137
Peristedion longispatha,274643
Pinirampus pirinampu,1022808
Polydactylus sextarius,218912
Prolatilus jugularis,282360
Pseudorhombus triocellatus,277094
Rainfordia opercularis,282545
Rexea antefurcata,276888
Rhynchobatus luebberti,278219
Scarus taeniopterus,276062
Sebastes diploproa,274787
Sikukia gudgeri,1296624
Squatina africana,217373
Syacium latifrons,275840
Temera hardwickii,282938
Tor tambroides,1021640
Trimma avidori,219587
Urophycis cirrata,272520
Xystreurys liolepis,283199
Palinustus unicornutus,210352
Neoglyphea inopinata,382840
Thaumastochelopsis wardi,382873
Macrobrachium lepidactyloides,587348
Metapenaeopsis dalei,377485
Sicyonia dorsalis,377631
Hemisquilla ensigera,408962
Faxonella clypeata,885276
Sepia latimanus,NA
Sepia foliopeza,NA
Polymesoda inflata,575042
Chionista fluctifraga,507511
Meropesta capillacea,505736
Malleus regula,605717
Atrina tuberculosa,507065
Hexaplex princeps,596162
Vokesimurex recurvirostris,405226
Turritella duplicata,215162
Oxymeris areolata,564239
Oliva tigrina,208380
Cephalorhynchus eutropia,254977
Pavona clavus,207318
Cladodonta lyallii,373639
Hydroclathrus clathratus,145861
Hyperoglyphe bythites,273310
Pterodroma solandri,343983
Thalassoma lunare,212209
Careproctus polarsterni,234818
Halieutopsis galatea,278802
Lampetra ayresii,NA
Centrobranchus nigroocellatus,126584
Cyttopsis rosea,127425
Uranoscopus polli,274043
Cynoglossus carpenteri,274197
Gymnothorax phasmatodes,217504
Synodus dermatogenys,217667
Lophiodes mutilus,217837
Mesoheros festae,1468486
Labeobarbus beso,1027012
Pachycerianthus borealis,283816
Diapterus rhombeus,276415
Triportheus magdalenae,1423307
Cichla orinocensis,1022807
Symphodus bailloni,273566
Lacuna vincta,140170
Neanthes fucata,130387
Potamotrygon falkneri,1013265
Deckertichthys aureolus,1043458
Falco eleonorae,212680
Acanthurus leucopareius,219624
Euryrhynchus amazoniensis,586895
Elops saurus,157875
Anguilla anguilla,126281
Pomadasys argenteus,218570
Trichiurus lepturus,127089
Metapenaeus ensis,210392
Arctocephalus australis,231435
Acipenser sturio,126279
Gadus macrocephalus,254538
Sciaena umbra,127010
Scomberomorus brasiliensis,273811
Pandalus montagui,107651
Arctocephalus gazella,231404
Adelomelon ancilla,606556
Paragorgia johnsoni,125419
Brisaster antarcticus,160790
Centrophorus isodon,271618
Crocodylus intermedius,1670891
Acipenser brevirostrum,157869
Allodontichthys hubbsi,1012427
Anchoa pectoralis,275531
Apristurus brunneus,158512
Cabdio jaya,1805550
Bahaba chaptis,279856
Bathypterois dubius,126342
Zaphotias pedaliotus,322499
Coelorinchus australis,280254
Caranx caninus,273272
Cephalopholis taeniops,279154
Chelidonichthys gabonensis,274875
Ciliata septentrionalis,126449
Conocara fiolenti,126694
Cruriraja atlantis,277288
Cynoscion reticulatus,276088
Dendrochirus biocellatus,NA
Dormitator maculatus,159700
Entosphenus tridentatus,314348
Etmopterus compagnoi,215602
Franciscodoras marmoratus,1020420
Girella simplicidens,280867
Regalecus russellii,400491
Hampala macrolepidota,1020769
Herwigia kreffti,126702
Horaglanis krishnai,1014224
Ijimaia dofleini,272024
Kumococius rodericensis,218141
Lates macrophthalmus,1015940
Lethrinus atkinsoni,278632
Luciobrotula bartschi,217806
Malvoliophis pinguis,281516
Microphysogobio koreensis,1015265
Myaka myaka,1013082
Neenchelys daedalus,281644
Nexilosus latifrons,281746
Oedalechilus labeo,126984
Orestias chungarensis,1011671
Paracirrhites forsteri,218867
Parazanclistius hutchinsi,282138
Peristedion weberi,215622
Pinjalo pinjalo,218506
Polyipnus aquavitus,274979
Promethichthys prometheus,126866
Pseudoscaphirhynchus hermanni,282473
Rostroraja ackleyi,1670923
Rexea bengalensis,219696
Macrocephenchelys brevirostris,281476
Scarus vetula,276064
Sebastes elongatus,274788
Silhouettea dotui,273471
Squatina argentina,271664
Syacium micrurum,158877
Tentoriceps cristatus,219705
Torpedo bauchotae,271679
Trimma okinawae,278508
Urophycis earllii,158989
Yarrella blackfordi,158835
Palinustus waguensis,210351
Acanthacaris caeca,293250
Upogebia capensis,246491
Macrobrachium lepidactylus,587350
Metapenaeopsis goodei,377493
Sicyonia galeata,240803
Parasquilla similis,409162
Hobbseus attenuatus,885360
Sepia longipes,NA
Sepia orbignyana,NA
Polymesoda arctata,596338
Chionopsis gnidia,507512
Standella pellucida,505778
Malleus albus,507057
Pinna rugosa,507084
Penethais callaoensis,1748379
Knefastia tuberculifera,434154
Thylacodes colubrinus,709483
Terebra subulata,208080
Cymbula miniata,456660
Cephalorhynchus heavisidii,254978
Pavona gigantea,289201
Gigartina skottsbergii,371735
Sargassum aquifolium,211988
Hyperoglyphe perciformis,126832
Puffinus gavia,225752
Chlorurus strongylocephalus,219086
Careproctus ampliceps,234764
Alepocephalus australis,217603
Lampetra planeri,148719
Ceratoscopelus warmingii,126586
Antigonia rubescens,217962
Bostrychus africanus,279942
Cynoglossus kopsii,219856
Halichoeres leptotaenia,275769
Synanceia verrucosa,215627
Narcetes stomias,126706
Holothuria arenicola,NA
Pristipomoides macrophthalmus,276555
Kophobelemnon stelliferum,128512
Calotomus viridescens,219077
Boulengerella maculata,1418633
Nimbochromis polystigma,1015297
Symphodus roissali,273573
Skeneopsis planorbis,141539
Nothria conchylega,130467
Hydrolagus lusitanicus,271410
Eugerres lineatus,280741
Charadrius leschenaultii columbinus,1806369
Acanthurus maculiceps,272963
Octopus oculifer,342010
Megalops atlanticus,126430
Anguilla australis,293541
Pomadasys jubelini,273507
Aphanopus carbo,127085
Parapenaeus longirostris,107109
Otaria byronia,344630
Acipenser gueldenstaedtii,126275
Lota lota,154388
Cynoscion analis,276076
Scomberomorus concolor,273812
Acetes japonicus,210646
Odobenus rosmarus,137077
Austrofusus chathamensis,490747
Paragorgia arborea,125418
Abatus cordatus,160763
Centrophorus atromarginatus,271616
Crocodylus mindorensis,1670893
Acipenser dabryanus,410045
Allodontichthys tamazulae,1014363
Anchoa spinifer,275533
Apristurus canutus,271334
Cabdio morar,1026586
Bahaba taipingensis,279858
Bathypterois longipes,126344
Boopsoidea inornata,218593
Coelorinchus biclinozonalis,280255
Caranx heberi,218403
Cephaloscyllium fasciatum,277100
Chelidonichthys lastoviza,127261
Cinetodus froggatti,280189
Conta conta,1026873
Cruriraja durbanensis,217386
Cynoscion similis,276089
Dendrochirus brachypterus,NA
Dorosoma petenense,276310
Eopsetta grigorjewi,280689
Etmopterus decacuspidatus,271631
Fraudella carassiops,280800
Gladioglanis machadoi,1011529
Gymnocaesio gymnoptera,219998
Hannia greenwayi,1051608
Hesperoleucus symmetricus,1017387
Oryzias setnai,1014884
Cobitis choii,1012062
Kuronezumia bubonis,217772
Lates mariae,1017918
Lethrinus enigmaticus,212072
Luciocephalus pulcher,1418110
Mancopsetta maculata,234783
Micropogonias altipinnis,275304
Mycteroperca acutirostris,273876
Neetroplus nematopus,NA
Nezumia aequalis,126473
Sternarchogiton nattereri,1421129
Orinocodoras eigenmanni,1016136
Paraclinus altivelis,282015
Parazen pacificus,221454
Leiarius perruno,1805622
Pinniwallago kanpurensis,1012287
Polylepion cruentum,282314
Pronothobranchius kiyawensis,1016095
Pseudoscaphirhynchus kaufmanni,282474
Okamejei acutispina,279178
Rexea brevilineata,276889
Rhynchodoras woodsi,1012745
Scatophagus argus,276970
Sebastes inermis,274803
Sillaginodes punctatus,282791
Squatina australis,271666
Symbolophorus barnardi,217720
Tenualosa thibaudeaui,1014887
Tetronarce californica,845703
Trimmatom eviotops,219591
Urophycis floridana,158990
Yirrkala kaupii,278950
Menippe nodifrons,241128
Acanthacaris tenuimana,246160
Upogebia major,367758
Macrobrachium macrobrachion,240830
Metapenaeopsis hilarula,220269
Sicyonia lancifer,377639
Euphausia pacifica,237851
Troglocambarus maclanei,885532
Sepia lorigera,NA
Sepia aculeata,NA
Hypanis plicata,381896
Pinctada maculata,464497
Mactra stultorum,140299
Malleus malleus,507055
Semele decisa,507284
Stramonita haemastoma,140417
Polystira nobilis,434713
Thylacodes medusae,709492
Architectonica maxima,585869
Cerithidea decollata,215142
Cephalorhynchus hectori,254979
Pavona varians,207303
Iridaea cordata,325522
Sargassum ilicifolium,494899
Girella nigricans,280865
Puffinus huttoni,225901
Scarus frenatus,219113
Coryphaenoides ferrieri,234589
Diodon holocanthus,127402
Lampetra richardsoni,NA
Gonichthys cocco,126601
Allocyttus guineensis,275299
Dormitator lebretonis,276409
Cynoglossus lachneri,219853
Halichoeres marginatus,218991
Synanceia nana,215626
Neobythites steatiticus,217809
Holothuria cinerascens,1672777
Himantura leoparda,398328
Distichoptilum gracile,128524
Chlorurus cyanescens,219084
Leporinus agassizii,1019329
Crenicichla lenticulata,1018520
Sparisoma frondosum,273775
Nucella lapillus,140403
Ditrupa arietina,130987
Rhinochimaera africana,221463
Heniochus singularius,218766
Charadrius alexandrinus,212611
Acanthurus nigricans,219638
Leiopotherapon plumbeus,1020693
Albula vulpes,212256
Muraenesox cinereus,126296
Conodon nobilis,280386
Sarda sarda,127021
Xiphopenaeus kroyeri,377690
Phoca vitulina,137084
Acipenser transmontanus,238345
Eleginus gracilis,254537
Menticirrhus americanus,159326
Scomberomorus plurilineatus,219719
Macrobrachium amazonicum,587088
Pagophilus groenlandicus,159019
Perumytilus purpuratus,600490
Acanthogorgia armata,125348
Solanometra antarctica,173988
Physiculus fulvus,158987
Crocodylus palustris,1398059
Acipenser fulvescens,271694
Lumpenopsis hypochroma,281437
Anchoa tricolor,275535
Apristurus gibbosus,271337
Aspidophoroides bartoni,NA
Baileychromis centropomoides,1012734
Bathyraja abyssicola,271503
Boraras brigittae,1524293
Coelorinchus braueri,280257
Caranx ignobilis,218414
Cephaloscyllium isabella,298238
Chelidonichthys spinosus,274878
Cirrhigaleus asper,217366
Contusus richei,280389
Cruriraja parcomaculata,217384
Cynoscion stolzmanni,276092
Dendrochirus zebra,218053
Doryichthys boaja,NA
Epalzeorhynchos bicolor,1015830
Etmopterus gracilispinis,158523
Frontilabrus caeruleus,280802
Gladiogobius ensifer,219469
Gymnocanthus herzensteini,274373
Hapalogenys analis,280989
Pseudoxiphophorus attenuatus,1803728
Howella brodiei,126994
Ilisha filigera,281161
Kurtus gulliveri,281236
Lates microlepis,1019150
Lethrinus erythropterus,212074
Luciogobius albus,281423
Neoachiropsetta milfordi,234804
Micropogonias ectenes,275305
Mycteroperca bonaci,159231
Negaprion acutidens,217356
Nezumia condylura,272403
Ogcocephalus corniger,159192
Orthodon microlepidotus,281934
Paraclinus mexicanus,282028
Pardachirus marmoratus,219829
Perryena leucometopon,282222
Pisodonophis boro,217593
Polymetme corythaeola,127300
Baldwinella eos,1803737
Pseudoscopelus altipinnis,126843
Raja mauritaniensis,1536503
Rexea nakamurai,219694
Rhynchogadus hepaticus,126499
Scaturiginichthys vermeilipinnis,991305
Sebastes jordani,274806
Sillaginopsis domina,NA
Squatina californica,271667
Symphodus cinereus,273567
Tephrinectes sinensis,282940
Torpedo fuscomaculata,217379
Trinectes maculatus,159271
Urophycis regia,158991
Yongeichthys nebulosus,219605
Panopeus africanus,107413
Eunephrops bairdii,382841
Upogebia pugettensis,367757
Macrobrachium mammillodactylus,587376
Metapenaeopsis lamellata,377499
Sicyonia stimpsoni,377652
Euphausia nana,237859
Cherax albidus,885536
Sepia lycidas,NA
Sepia pharaonis,NA
Laevicardium crassum,139004
Pinctada radiata,140890
Lutraria angustior,140294
Malletia gigantea,506212
Tagelus californianus,507361
Vasula melones,714223
Polystira oxytropis,434714
Lambis lambis,211096
Architectonica perspectiva,215169
Neobuccinum eatoni,197303
Arctocephalus forsteri,NA
Cycloseris curvata,716444
Porphyra purpurea,144434
Sargassum oligocystum,494981
Zidona dufresnii,382412
Ardenna pacifica,NA
Scarus ghobban,219127
Paraliparis andriashevi,234755
Leucosoma chinensis,NA
Lampetra lanceolata,271317
Hygophum reinhardtii,126604
Zenion hololepis,127421
Eleotris senegalensis,277807
Cynoglossus sealarki,219855
Halichoeres nigrescens,218995
Sufflamen fraenatum,276852
Neobythites stefanovi,276641
Holothuria flavomaculata,1672778
Pseudaspius brandtii,1534979
Urechis unicinctus,266877
Chlorurus enneacanthus,219089
Leporinus klausewitzi,1013756
Crenicichla lugubris,1022289
Callanthias ruber,126789
Boreotrophon truncatus,146733
Ficopomatus enigmaticus,130988
Engraulis australis,272285
Amphilophus labiatus,1018306
Ceryle rudis,212593
Acanthurus nigricauda,219626
Luciobarbus brachycephalus,1020554
Clupea pallasii,151159
Conger oceanicus,158566
Aplodinotus grunniens,590490
Sarda australis,273809
Artemesia longinaris,246225
Histriophoca fasciata,255017
Acipenser baerii,233942
Microgadus tomcod,158928
Menticirrhus littoralis,159327
Scomberomorus munroi,273816
Macrobrachium malcolmsonii,220142
Pusa hispida,159021
Brachidontes rodriguezii,367978
Flabellum macandrewi,NA
Promachocrinus kerguelensis,173830
Squatina occulta,271672
Osteolaemus tetraspis,1478632
Acipenser medirostris,271695
Allomicrodesmus dorotheae,279561
Anchoa trinitatis,275536
Apristurus herklotsi,271338
Aspidoras albater,1383673
Bairdiella ronchus,276072
Bathyraja aleutica,271506
Boridia grossidens,279940
Coelorinchus caelorhincus,398381
Caranx latus,126804
Cephaloscyllium laticeps,277102
Chelidoperca hirundinacea,277020
Cirrhigaleus barbifer,279157
Cookeolus japonicus,127003
Cruriraja poeyi,277290
Cynoscion virescens,276094
Dendrophysa russelii,280499
Dunckerocampus baldwini,310943
Epapterus blohmi,1012059
Etmopterus granulosus,215607
Fucomimus mus,219212
Glanapteryx anguilla,1016129
Gymnocephalus acerina,723433
Haploblepharus edwardsii,217646
Hetereleotris apora,219496
Hozukius emblemarius,281092
Ilisha fuerthii,281162
Kyphosus bigibbus,218707
Latimeria chalumnae,217438
Lethrinus harak,212063
Luciopimelodus pati,1022593
Barbodes resinus,1016539
Micropterus dolomieu,151296
Mycteroperca cidi,273877
Nelusetta ayraud,281648
Nezumia convergens,272404
Ogilbia cayorum,281844
Orthonopias triacis,281935
Paraconger caudilimbatus,158569
Pardachirus pavoninus,278364
Persparsia kopua,282223
Pisodonophis cancrivorus,217594
Polymixia japonica,274320
Propherallodus briggsi,282367
Pseudosimochromis curvifrons,1014728
Rajella annandalei,271587
Rexea prometheoides,219695
Rhynchohyalus natalensis,126734
Schedophilus huttoni,219741
Sebastes maliger,274815
Sillago ciliata,273939
Squatina dumeril,158525
Symphodus melops,273571
Teramulus kieneri,282941
Torpedo mackayana,271682
Trinorfolkia clarkei,283051
Uropterygius macrocephalus,212037
Eonemachilus altus,1805631
Cyclozodion angustum,421921
Eunephrops cadenasi,382842
Upogebia pusilla,107741
Arachnochium mirabile,586925
Metapenaeus affinis,210397
Sicyonia typica,377654
Thysanoessa inermis,110708
Paranephrops planifrons,885694
Sepia bertheloti,141442
Sepia andreana,NA
Laevicardium elatum,381709
Pteria avicular,464504
Lutraria oblonga,NA
Atactodea striata,140349
Chione undatella,507502
Natica broderipiana,NA
Tiariturris libya,435054
Lambis truncata,211091
Dolabella auricularia,208629
Trophon albolabratus,197502
Arctocephalus galapagoensis,255008
Cycloseris distorta,207326
Asparagopsis armata,144438
Sargassum paniculatum,495016
Semele solida,507298
Thalasseus bergii,413041
Scarus niger,219129
Neodraco lonnbergi,1803734
Aluterus heudelotii,159489
Lampetra pacifica,NA
Hygophum taaningi,126605
Atherina lopeziana,272029
Oxyeleotris lineolata,991293
Diodon liturosus,219970
Halichoeres stigmaticus,275802
Suezichthys gracilis,278742
Pterois miles,218077
Holothuria fuscocinerea,NA
Luciobarbus capito,1016630
Holothuria arguinensis,NA
Chlorurus japanensis,219081
Leporinus subniger,1014574
Geophagus abalios,1009482
Chirolophis ascanii,127071
Urosalpinx cinerea,140429
Filograna implexa,130989
Anchoa lucida,275523
Cichlasoma trimaculatum,991205
Botryocladia botryoides,145836
Acanthurus nigroris,219642
Semilabeo obscurus,1012290
Alosa immaculata,272251
Belone belone,126375
Totoaba macdonaldi,283019
Scomber scombrus,127023
Aristaeomorpha foliacea,158326
Phoca largha,255021
Polyodon spathula,994653
Pollachius virens,126441
Umbrina cirrosa,127012
Cybiosarda elegans,280459
Crangon crangon,107552
Pusa caspica,255022
Chamelea striatula,141908
Flabellum angulare,NA
Astrotoma agassizii,173167
Scaphirhynchus suttkusi,282668
Caiman yacare,1478610
Acipenser mikadoi,271696
Allomycterus pilatus,279562
Anchovia clupeoides,279607
Apristurus indicus,217635
Aspiolucius esocinus,1020429
Bajacalifornia burragei,272857
Bathyraja andriashevi,271507
Borostomias antarcticus,127334
Coelorinchus canus,280260
Caranx lugubris,126805
Cephaloscyllium silasi,277103
Chelmon muelleri,278683
Cirrhilabrus balteatus,277838
Copadichromis azureus,1011431
Pagetodes antarcticus,319966
Cynoscion xanthulus,276095
Dentatherina merceri,280500
Dotalabrus alleni,280577
Epetriodus freddyi,280691
Etmopterus hillianus,158522
Fundulosoma thierryi,NA
Glanidium albescens,1020370
Gymnocephalus baloni,1012846
Haploblepharus fuscus,217644
Heteristius cinctus,281053
Girardinichthys turneri,NA
Ilisha melastoma,281167
Kyphosus elegans,273521
Latris lineata,281280
Lethrinus laticaudis,278635
Luciosoma bleekeri,1020028
Mangarinus waterousi,281519
Micropterus punctulatus,1030583
Mycteroperca fusca,127038
Afronemacheilus abyssinicus,1018844
Nezumia duodecim,272405
Oidiphorus brevis,279351
Orthopristis rubra,401818
Paracottus knerii,1020417
Pardiglanis tarabinii,1013079
Perulibatrachus elminensis,279053
Placidochromis electra,1012526
Polynemus paradiseus,276918
